,IBES_NAME,total_valid_record,confidence_on_density,confidence_on_distance,choice,companyid,brokername,overall_confidence,correct
442,SPASIA,42,0.7857142857142857,0.7272727272727273,247,12457649.0,CFRA Equity Research,0.7559289460184545,True
653,AFRIFSEC,21,0.7619047619047619,0.75,448,38887632.0,Afrifocus Securities (Pty) Ltd.,0.7559289460184544,True
338,KITFIN,7,0.8571428571428571,0.6666666666666666,2371,62105230.0,TKB Capital,0.7559289460184544,True
948,FSIGHT,21,0.7142857142857143,0.8,1808,51274577.0,MA Moelis Australia Securities Pty Ltd,0.7559289460184544,True
6,PIERSHEL,86,0.6744186046511628,0.8448275862068966,667,40483452.0,BNP Paribas Fortis,0.7548294124240689,True
917,BNPFH,253,0.7944664031620553,0.7164179104477612,352,28401267.0,BNP Paribas Securities (Asia),0.7544335361543177,True
504,WARFT,53,0.7169811320754716,0.7894736842105263,12,25232862.0,UBS Investment Bank,0.7523547938632787,True
422,HISPANO,76,0.6710526315789473,0.8431372549019608,2295,54544813.0,Banco Santander,0.7521897856819185,True
0,CSTANLEY,23,0.782608695652174,0.7222222222222222,561,26630341.0,Charles Stanley & Co. Ltd.,0.7518094115561124,True
399,WARFM,55,0.7636363636363637,0.7380952380952381,12,25232862.0,UBS Investment Bank,0.7507571935295483,True
700,ADAMS,55,0.8727272727272727,0.6458333333333334,1122,11452286.0,Adams Harkness,0.7507571935295483,True
964,REFCO,64,0.71875,0.782608695652174,834,32949158.0,PhillipCapital (India),0.75,True
403,SSANG,130,0.9,0.6239316239316239,696,39855577.0,Shinhan Investment Corp.,0.7493587001820033,True
69,TAIFOOK,52,0.7692307692307693,0.725,239,12930931.0,Haitong International Research Limited (Inactive),0.7467879938056768,True
218,METZLER,36,0.6666666666666666,0.8333333333333334,855,12869253.0,Metzler Equities,0.7453559924999299,True
567,KEMPEN,63,0.6507936507936508,0.8536585365853658,292,26763306.0,Kempen & Co. NV,0.7453559924999299,True
538,SCOAST,63,0.6666666666666666,0.8333333333333334,185,26763341.0,"Capital One Securities, Inc.",0.7453559924999299,True
514,EQUITSEC,36,0.75,0.7407407407407407,1322,43604166.0,SunTrust Equitable Securities,0.7453559924999298,True
480,CJIANG,92,0.8913043478260869,0.6219512195121951,559,40126284.0,Changjiang Securities Co. LTD.,0.7445453821540742,True
98,HAUCKA,38,0.9210526315789473,0.6,1957,40309454.0,Hauck Aufhäuser Investment Banking,0.7433919416750281,True
406,GUODO,29,0.9655172413793104,0.5714285714285714,703,39856056.0,Guodu Securities Co.,0.7427813527082073,True
298,PKSECUR,20,0.75,0.7333333333333333,913,28441129.0,NBG Securities S.A.,0.7416198487095662,True
899,CSFBFH,393,0.7506361323155216,0.7322033898305085,4,25232407.0,Credit Suisse,0.7413624758582587,True
931,LADENBRG,42,0.6428571428571429,0.8518518518518519,38,24255118.0,Ladenburg Thalmann & Company,0.7400128699009549,True
850,DLJ,106,0.8773584905660378,0.6236559139784946,611,40126759.0,"Donaldson, Lufkin & Jenrette Securities Corp.",0.7397092748646286,True
449,PACCREST,53,0.9056603773584906,0.6041666666666666,110,25228802.0,Pacific Crest,0.7397092748646286,True
140,UFJCM,33,0.9696969696969697,0.5625,1338,44303432.0,Ufj Tsubasa Research Institute,0.7385489458759964,True
177,HCISTANB,22,0.7272727272727273,0.75,625,32893799.0,Burgan Securities,0.7385489458759964,True
18,OHMAN,33,0.8181818181818182,0.6666666666666666,157,26879310.0,Pareto Öhman,0.7385489458759964,True
545,SBCIFL,46,0.717391304347826,0.7575757575757576,12,25232862.0,UBS Investment Bank,0.7372097807744856,True
494,DAIWAFA,35,0.8571428571428571,0.6333333333333333,594,39857797.0,Daiwa Securities Co. Ltd.,0.7367883976130072,True
510,GESFINC,26,0.8076923076923077,0.6666666666666666,641,28439337.0,Espírito Santo Research,0.7337993857053429,True
175,CAIB,13,0.7692307692307693,0.7,511,27145387.0,UniCredit Research,0.7337993857053428,True
117,WEREJB,69,0.8405797101449275,0.6379310344827587,693,39862029.0,Goldman Sachs & Partners Australia Pty Ltd,0.7322785563281031,True
360,FGS,56,0.6964285714285714,0.7692307692307693,200,29094954.0,First Global Stockbroking (P) Ltd.,0.7319250547113998,True
282,BAIN,92,0.717391304347826,0.7424242424242424,5,25232408.0,Deutsche Bank,0.7298004491997616,True
952,KHANDWA,17,0.7647058823529411,0.6923076923076923,301,34176271.0,Khandwala Securities Ltd.,0.7276068751089989,True
725,SHUAA,17,0.7647058823529411,0.6923076923076923,1007,28441541.0,SHUAA Capital p.s.c.,0.7276068751089989,True
208,DBSFL,19,0.8421052631578947,0.625,265,29898027.0,DBS Vickers Research,0.7254762501100117,True
125,WISE,21,0.9047619047619048,0.5789473684210527,136,26522986.0,Nplus1 Brewin,0.7237468644557459,True
118,FCAPSEC,21,0.8571428571428571,0.6111111111111112,660,40126536.0,First Capital Securities Co. LTD.,0.7237468644557459,True
80,BOENAT,46,0.8043478260869565,0.6486486486486487,877,39860282.0,Nedbank Corporate and Investment Bank,0.7223151185146153,True
824,FIRSTASA,23,0.782608695652174,0.6666666666666666,323,33444311.0,Swedbank Norway,0.7223151185146153,True
723,DALY,23,0.6521739130434783,0.8,383,26269629.0,HSBC,0.7223151185146152,True
36,SIMMONS,25,0.96,0.5416666666666666,1009,30141687.0,Simmons & Company International,0.7211102550927978,True
966,GRUNTAL,27,0.6666666666666666,0.7777777777777778,701,39928028.0,Gruntal & Co,0.7200822998230956,True
72,HONGYUAN,56,0.9285714285714286,0.5576923076923077,724,39859464.0,Shenwan Hongyuan Securities,0.7196229171289243,True
847,SAIGON,33,0.9696969696969697,0.53125,982,28441376.0,SSI Securities Corporation,0.7177405625652735,True
464,UNITEDSE,169,0.8520710059171598,0.6041666666666666,729,39857626.0,Huatai Research,0.7174906963914472,True
576,DIRFH,167,0.7305389221556886,0.6967213114754098,594,39857797.0,Daiwa Securities Co. Ltd.,0.7134297694434567,True
478,PING,148,0.8716216216216216,0.5813953488372093,931,39835808.0,Ping An Securities Co. Ltd.,0.7118684968143744,True
707,LEHMAN,426,0.7511737089201878,0.66875,1393,25232764.0,Lehman Brothers Holdings Inc.,0.7087647126094636,True
678,ACCIVAL,8,0.625,0.8,3,25232403.0,Citigroup Inc,0.7071067811865476,True
696,KINNARD,20,0.7,0.7142857142857143,148,25231714.0,Miller Johnson Steichen Kinnard,0.7071067811865476,True
857,CHARLESS,22,0.9545454545454546,0.5238095238095238,2065,39835451.0,Charles Stanley Securities,0.7071067811865476,True
604,INSING,10,0.6,0.8333333333333334,188,26763334.0,Bank Insinger de Beaufort,0.7071067811865476,True
21,STROEVE,16,0.625,0.8,193,26897711.0,Insinger Gillissen,0.7071067811865476,True
13,INTERCAM,8,0.625,0.8,3140,266715164.0,Intercam Casa de Bolsa S.A. de C.V.,0.7071067811865476,True
362,JLROSS,34,0.6470588235294118,0.7727272727272727,1233,43604036.0,"Josephthal & Co., Inc.",0.7071067811865476,True
613,HANSA,10,1.0,0.5,713,40309695.0,Swedbank AS,0.7071067811865476,True
703,BIRLA,38,0.7368421052631579,0.6785714285714286,530,40178444.0,Brics Securities Limited,0.7071067811865475,True
883,CLARKY,18,0.6666666666666666,0.75,2740,131744800.0,Clarksons Platou Securities,0.7071067811865475,True
661,LOEWEN,42,0.6666666666666666,0.75,826,39860498.0,Loewen Ondaatje McCutcheon Limited,0.7071067811865475,True
794,IMPERCAP,36,0.6666666666666666,0.75,88,25231157.0,Imperial Capital,0.7071067811865475,True
367,CRTCAP,49,1.0,0.4897959183673469,591,38986041.0,CRT Capital Group,0.6998542122237652,True
693,SOUTHCRS,58,0.7413793103448276,0.6511627906976745,262,35125305.0,Bell Potter,0.6948083337796512,True
123,SBCWFP,29,0.6896551724137931,0.7,12,25232862.0,UBS Investment Bank,0.6948083337796512,True
176,PICTETBR,25,0.76,0.631578947368421,190,27244584.0,Helvea SA,0.6928203230275508,True
398,TEATHER,63,0.7301587301587301,0.6521739130434783,201,26749954.0,Teathers Limited,0.6900655593423543,True
361,OPATRON,21,0.8095238095238095,0.5882352941176471,906,39859168.0,Oriental Patron Securities Limited,0.6900655593423543,True
941,FZENOVEC,84,0.9642857142857143,0.49382716049382713,264,26269949.0,JPMorgan Cazenove Limited,0.6900655593423543,True
400,DIRFS,38,0.7105263157894737,0.6666666666666666,594,39857797.0,Daiwa Securities Co. Ltd.,0.6882472016116853,True
827,PANMURE,152,0.6052631578947368,0.782608695652174,326,26257503.0,WestLB AG,0.6882472016116853,True
484,RAYEURO,19,0.8947368421052632,0.5294117647058824,1574,20961658.0,Raymond James Euro Equities,0.6882472016116853,True
636,FRIEDMAN,224,0.7678571428571429,0.6162790697674418,24,12461032.0,FBR Capital Markets & Co.,0.6879057244377936,True
47,MGASFH,136,0.6911764705882353,0.6808510638297872,5,25232408.0,Deutsche Bank,0.6859943405700353,True
482,JBCAP,17,0.5882352941176471,0.8,3107,223126696.0,JB Capital Markets,0.6859943405700353,True
759,NATIONFA,81,0.7901234567901234,0.59375,1012,39832314.0,SinoPac Securities Investment Service,0.6849348892187751,True
339,GUOY,32,0.90625,0.5172413793103449,706,38888001.0,"Guoyuan Securities Co., Ltd.",0.6846531968814578,True
283,TRIDOM,15,0.6666666666666666,0.7,1924,40330685.0,Trigon Dom Maklerski S.A.,0.6831300510639733,True
274,VOTORAN,15,0.7333333333333333,0.6363636363636364,3095,223315471.0,Votorantim Corretora de Títulos,0.6831300510639732,True
731,INVSECUR,15,0.7333333333333333,0.6363636363636364,2817,183633197.0,Invest Securities,0.6831300510639732,True
540,BJM,45,0.7111111111111111,0.65625,521,29000852.0,Rencap Securities (Pty) Limited,0.6831300510639732,True
144,TEB,15,0.7333333333333333,0.6363636363636364,1063,32894303.0,TEB Investment Research,0.6831300510639732,True
14,ARCTIC,28,0.6785714285714286,0.6842105263157895,2310,58973964.0,Arctic Securities ASA,0.681385143869247,True
489,INDUS,147,0.8163265306122449,0.5666666666666667,745,38835119.0,Industrial Securities Co. Ltd.,0.6801360408136048,True
515,MELLO,13,0.6153846153846154,0.75,1258,40382047.0,Millennium BCP,0.6793662204867574,True
849,EUROXX,13,0.6153846153846154,0.75,1193,40401030.0,Euroxx Securities,0.6793662204867574,True
527,DDTAA,13,0.6153846153846154,0.75,1052,28954167.0,"Tolhurst Noall Group, Ltd.",0.6793662204867574,True
512,MCINTOSH,13,0.6923076923076923,0.6666666666666666,10,20921390.0,BofA Global Research,0.6793662204867574,True
290,EBRIGHT,204,0.7745098039215687,0.5949367088607594,645,28439398.0,Everbright Securities Co. Ltd.,0.6788109558083827,True
65,HAGSTRM,24,0.6666666666666666,0.6875,727,26897468.0,HQ Bankaktiebolag,0.67700320038633,True
503,CMCHANT,107,0.8130841121495327,0.5632183908045977,359,39860944.0,China Merchants Securities Co. Ltd.,0.6767155423319645,True
146,KIMENG,213,0.7699530516431925,0.5914634146341463,799,21992976.0,Maybank Research Pte. Ltd.,0.6748326170487493,True
624,SIGMA,11,0.7272727272727273,0.625,2833,182229622.0,SIGMA Capital Securities,0.6741998624632421,True
651,KASB,22,0.8636363636363636,0.5263157894736842,783,32896459.0,BIPL Securities Limited,0.674199862463242,True
976,MABON,84,0.5476190476190477,0.8260869565217391,150,26266619.0,"Rodman & Renshaw, LLC",0.6725927091345493,True
853,POLARIS,42,0.8095238095238095,0.5588235294117647,937,39926426.0,Polaris Securities Co. Ltd.,0.6725927091345493,True
134,SARASIN,20,0.7,0.6428571428571429,505,28438603.0,Bank J. Safra Sarasin,0.6708203932499369,True
248,MASTERFA,65,0.7384615384615385,0.6041666666666666,843,39836513.0,Masterlink Securities Corp.,0.6679474875720741,True
107,SAMSNGFK,146,0.7534246575342466,0.5909090909090909,984,39833623.0,Samsung Securities Co. Ltd.,0.6672371987921947,True
155,BANKMOS,9,0.8888888888888888,0.5,2399,78408369.0,Bank of Moscow,0.6666666666666667,True
234,LEONARDO,18,0.9444444444444444,0.47058823529411764,490,30346766.0,Banca Leonardo,0.6666666666666666,True
275,DAHLROSE,27,0.8518518518518519,0.5217391304347826,303,35918129.0,Cowen Securities LLC,0.6666666666666666,True
416,GBM,9,0.5555555555555556,0.8,1207,40276508.0,"GBM Grupo Bursátil Mexicano, S.A. de C.V. Casa de Bolsa",0.6666666666666666,True
833,MGASFC,54,0.7407407407407407,0.6,5,25232408.0,Deutsche Bank,0.6666666666666666,True
860,DAVIS,9,0.7777777777777778,0.5714285714285714,48,12960919.0,"Thompson, Davis & Company",0.6666666666666666,True
973,WORLDSEC,201,0.5970149253731343,0.7416666666666667,1071,38888173.0,UOB Kay Hian Research Pte Ltd,0.6654217231588861,True
502,GUDME,16,0.625,0.7,728,39859329.0,Gudme Raaschou Bank A/S,0.6614378277661477,True
305,CLUSA,80,0.8625,0.5072463768115942,68,25228522.0,Credit Agricole Securities (USA) Inc.,0.6614378277661476,True
436,GOH,108,0.6666666666666666,0.6527777777777778,568,36276164.0,CGS International,0.6596856715021066,True
97,SEAPFH,69,0.6956521739130435,0.625,796,28440676.0,KGI Securities Co. Ltd.,0.6593804733957871,True
466,HANIFEN,23,0.5652173913043478,0.7692307692307693,124,9532654.0,Stifel,0.659380473395787,True
306,RYANBECK,51,0.6078431372549019,0.7096774193548387,41,25218202.0,Ryan Beck & Co.,0.6567895774291853,True
910,SEAST,14,0.6428571428571429,0.6666666666666666,619,39926797.0,"EarlyBirdCapital, Inc.",0.6546536707079772,True
26,DMGFK,35,0.8285714285714286,0.5172413793103449,5,25232408.0,Deutsche Bank,0.6546536707079772,True
89,PEREGFL,21,0.7619047619047619,0.5625,352,28401267.0,BNP Paribas Securities (Asia),0.6546536707079771,True
224,DMGLAT,40,0.65,0.6538461538461539,5,25232408.0,Deutsche Bank,0.6519202405202649,True
611,SYSTEM,40,0.725,0.5862068965517241,2033,52512722.0,Systematix Shares & Stocks (I) Ltd.,0.6519202405202648,True
196,WESTLB,26,0.6153846153846154,0.6875,326,26257503.0,WestLB AG,0.6504436355879909,True
783,SSKI,57,0.6140350877192983,0.6857142857142857,981,38887213.0,DAM Capital Advisors,0.6488856845230502,True
408,TAIHEIYO,19,0.7894736842105263,0.5333333333333333,1338,44303432.0,Ufj Tsubasa Research Institute,0.6488856845230502,True
38,MITCH,103,0.6116504854368932,0.6825396825396826,12,25232862.0,UBS Investment Bank,0.6461236167757218,True
124,KBCCEE,24,1.0,0.4166666666666667,788,39836314.0,KBC Securities- CEE Research,0.6454972243679028,True
106,MIRAE,84,0.8214285714285714,0.5072463768115942,863,39860868.0,"Mirae Asset Securities Co., Ltd. (Pre-Merger)",0.6454972243679028,True
972,BCSLTD,12,0.6666666666666666,0.625,2406,62103775.0,BCS Global Markets,0.6454972243679028,True
331,DAIWAFK,34,0.8235294117647058,0.5,594,39857797.0,Daiwa Securities Co. Ltd.,0.641688947919748,True
58,PETERSCO,17,0.5882352941176471,0.7,925,37504209.0,Peters & Co. Limited,0.6416889479197478,True
245,LIBER,27,0.6666666666666666,0.6111111111111112,1543,49918946.0,Kingsway Financial Services Group Limited,0.6382847385042255,True
369,MOGRENFS,54,0.6481481481481481,0.6285714285714286,5,25232408.0,Deutsche Bank,0.6382847385042254,True
325,LEGG,91,0.8241758241758241,0.49333333333333335,97,26338999.0,"Legg Mason Wood Walker, Inc.",0.6376467725891871,True
550,WESTWIND,37,0.7837837837837838,0.5172413793103449,47,22387142.0,Thomas Weisel Equity Research,0.6367145399670134,True
474,CHRENUSA,37,0.8108108108108109,0.5,3253,331472692.0,China Renaissance Securities,0.6367145399670133,True
348,WARFH,218,0.6422018348623854,0.6285714285714286,12,25232862.0,UBS Investment Bank,0.6353500804836985,True
223,MERCK,10,0.6,0.6666666666666666,851,28440789.0,Merck Finck & Co.,0.6324555320336759,True
301,CNNING,15,0.8,0.5,584,10960387.0,Conning Research and Consulting,0.6324555320336759,True
41,WARLAT,60,0.7166666666666667,0.5581395348837209,12,25232862.0,UBS Investment Bank,0.6324555320336759,True
324,XPINV,10,0.6,0.6666666666666666,3657,,XP Investimentos,0.6324555320336759,True
585,AFIN,5,0.6,0.6666666666666666,120,25218044.0,Scotiabank Global Banking and Market,0.6324555320336759,True
438,BANCOSAN,5,0.6,0.6666666666666666,2295,54544813.0,Banco Santander,0.6324555320336759,True
239,CHINAEB,70,0.6714285714285714,0.5957446808510638,645,28439398.0,Everbright Securities Co. Ltd.,0.6324555320336758,True
241,YUANTA,141,0.6737588652482269,0.5894736842105263,1098,40401211.0,Yuanta Research,0.6302087912488812,True
804,DAEWOO,127,0.7401574803149606,0.5319148936170213,592,39861383.0,"Mirae Asset Securities Co., Ltd.",0.6274558051381586,True
625,MERITZ,72,0.7638888888888888,0.509090909090909,853,28439902.0,"MERITZ Securities Co., Ltd.",0.6236095644623235,True
892,FOSENSEC,98,0.7959183673469388,0.48717948717948717,704,39857297.0,"Guosen Securities Co., Ltd.",0.6226998490772391,True
44,WERTHEIM,70,0.5571428571428572,0.6923076923076923,1582,40126819.0,"Schroder & Co., Inc.",0.6210590034081188,True
603,INVERBRO,13,0.6153846153846154,0.625,539,40228972.0,GVC Gaesco Valores,0.6201736729460423,True
762,BELL,13,0.6923076923076923,0.5555555555555556,515,26381263.0,Bell Lawrie White,0.6201736729460423,True
805,INVESKS,73,0.7945205479452054,0.4827586206896552,754,29000976.0,Investec Bank Limited (SA),0.6193235372853324,True
621,PHILHK,34,0.7058823529411765,0.5416666666666666,405,40174674.0,Phillip Securities (HK),0.6183469424008423,True
566,GILBERT,34,0.9117647058823529,0.41935483870967744,1107,40179372.0,Bridgewell Research,0.6183469424008423,True
267,DONGWON,90,0.8333333333333334,0.4533333333333333,222,34260235.0,"Korea Investment & Securities Co., Ltd.",0.6146362971528592,True
987,ORISEC,53,0.8113207547169812,0.46511627906976744,905,39926145.0,"Orient Securities Co.,Ltd",0.6142951168339512,True
755,ZACKSINV,24,0.5833333333333334,0.6428571428571429,1356,4439707.0,Zacks Investment Research Inc.,0.6123724356957946,True
138,BADEN,8,0.5,0.75,392,38835515.0,Landesbank Baden-Wuerttemberg Equity and Fixed Income Research,0.6123724356957946,True
532,CRISPIDE,16,0.625,0.6,2587,,Crisp Idea,0.6123724356957946,True
786,BOCI,140,0.6,0.6190476190476191,525,12719151.0,BOCI Research Ltd.,0.6094494002200441,True
958,E2CAPIT,35,0.6571428571428571,0.5652173913043478,238,33392210.0,SBI China Capital Financial Services Limited,0.609449400220044,True
262,IPOPEMA,27,0.5925925925925926,0.625,2854,107893455.0,Ipopema Securities S.A.,0.6085806194501846,True
119,CAPELFJ,38,0.5263157894736842,0.7,383,26269629.0,HSBC,0.6069769786668839,True
273,OCBC,49,0.6326530612244898,0.5806451612903226,898,12912890.0,OCBC Investment Research Pte Ltd.,0.6060915267313264,True
525,SCBSFT,30,0.5333333333333333,0.6875,989,39859360.0,SCB Securities Co. Ltd.,0.6055300708194983,True
430,SBCIFC,175,0.6,0.6095238095238096,12,25232862.0,UBS Investment Bank,0.6047431568147636,True
571,PATERLTD,33,0.5757575757575758,0.631578947368421,1273,40313520.0,Patersons Securities Limited,0.6030226891555273,True
719,CAIBLO,11,0.45454545454545453,0.8,511,27145387.0,UniCredit Research,0.6030226891555271,True
254,FCJINVES,72,0.8194444444444444,0.4406779661016949,572,39861095.0,"HI Investment & Securities Co., Ltd.",0.6009252125773314,True
932,CITICSEC,150,0.7066666666666667,0.5094339622641509,570,40401641.0,"Citic Securities Co., Ltd.",0.6,True
581,LATINVES,28,0.5357142857142857,0.6666666666666666,349,39860769.0,BBVA Corporate and Investment Bank,0.5976143046671968,True
638,DENANT,45,0.6444444444444445,0.5517241379310345,34,25231668.0,Natixis Bleichroeder Inc.,0.5962847939999439,True
577,WARFA,82,0.6219512195121951,0.5686274509803921,12,25232862.0,UBS Investment Bank,0.5946919678164199,True
462,BANESTO,17,0.5294117647058824,0.6666666666666666,499,32896658.0,Banesto Bolsa,0.5940885257860046,True
558,HANNURI,60,0.8,0.4375,712,28525487.0,"KB Investment & Securities Co., Ltd.",0.5916079783099616,True
848,EQUIRUS,43,0.5116279069767442,0.6818181818181818,2762,134399737.0,Equirus Securities Private Limited,0.5906244232186183,True
207,RHSFM,158,0.5569620253164557,0.625,977,12390612.0,RHB Investment Bank,0.5900010727301984,True
5,HARPOYAA,23,0.5217391304347826,0.6666666666666666,718,38834837.0,Euroz Hartleys Securities Limited,0.5897678246195885,True
873,CHINAFA,75,0.64,0.5416666666666666,796,28440676.0,KGI Securities Co. Ltd.,0.5887840577551898,True
284,WARFK,61,0.7049180327868853,0.4883720930232558,12,25232862.0,UBS Investment Bank,0.5867386940384682,True
83,DBH,6,0.5,0.6666666666666666,10,20921390.0,BofA Global Research,0.5773502691896258,True
547,INTERAT,18,0.5,0.6666666666666666,641,28439337.0,Espírito Santo Research,0.5773502691896258,True
315,HENDERSN,6,0.5,0.6666666666666666,389,40133067.0,Investec Bank plc (UK),0.5773502691896258,True
749,SNCEURO,6,0.5,0.6666666666666666,10,20921390.0,BofA Global Research,0.5773502691896258,True
452,CABLEHOW,21,0.8571428571428571,0.3888888888888889,832,37179976.0,"Ragen Mackenzie Group, Inc.",0.5773502691896257,True
965,NATWEST,89,0.449438202247191,0.725,5,25232408.0,Deutsche Bank,0.5708263279047432,True
343,MIDLAND,31,0.5483870967741935,0.5882352941176471,10,20921390.0,BofA Global Research,0.5679618342470647,True
385,GUOSEN,22,0.5454545454545454,0.5833333333333334,2910,223126866.0,Guosen Securities(HK) Financial Holdings Company,0.5640760748177662,True
1,KEEFELTD,60,0.9166666666666666,0.34545454545454546,94,25231371.0,"Keefe, Bruyette, & Woods",0.5627314338711378,True
418,ZANNEX,19,0.5789473684210527,0.5454545454545454,206,29000944.0,Excellence Nessuah Brokerage Services Ltd.,0.5619514869490164,True
773,FULGLO,73,0.6575342465753424,0.4791666666666667,26,25127768.0,Fulcrum Global Partners LLC,0.5613096232478871,True
986,SHENWAN,197,0.5989847715736041,0.5254237288135594,1000,37159131.0,"SWS Research Co., Ltd.",0.5609998326049136,True
219,AUOBFM,49,0.6938775510204082,0.4411764705882353,446,39828531.0,Affin Hwang Investment Bank,0.5532833351724881,True
652,MAINFRST,169,0.9349112426035503,0.3227848101265823,124,9532654.0,Stifel,0.54934064834945,True
321,LANSCHOT,10,0.7,0.42857142857142855,648,28439440.0,F van Lanschot Bankiers N.V.,0.5477225575051661,True
901,DBS,80,0.6625,0.4528301886792453,265,29898027.0,DBS Vickers Research,0.5477225575051661,True
269,WILLIAMS,57,0.5087719298245614,0.5862068965517241,1091,26257733.0,Williams de Broë,0.5461186812727502,True
28,DBSFH,165,0.6424242424242425,0.46226415094339623,265,29898027.0,DBS Vickers Research,0.5449492609130661,True
632,THANASEC,17,1.0,0.29411764705882354,1045,38888132.0,Thanachart Securities Plc,0.5423261445466404,True
411,JIHSUN,59,0.6610169491525424,0.4358974358974359,328,38887975.0,"Jih Sun Securities Investment Consulting Co., Ltd.",0.5367826312580717,True
854,SAFEI,7,0.5714285714285714,0.5,1406,43565785.0,"Eurosafei, Sociedad de Valores, S.A.",0.5345224838248488,True
727,OMANARAB,7,0.5714285714285714,0.5,2412,79598947.0,U Capital,0.5345224838248488,True
944,ABAESES,7,0.5714285714285714,0.5,11,25232855.0,Morgan Stanley,0.5345224838248488,True
319,MIRAEVN,7,0.8571428571428571,0.3333333333333333,2932,225803535.0,Mirae Asset Securities (Vietnam),0.5345224838248487,True
927,PICKERIN,25,0.56,0.5,1335,39061762.0,"Tudor, Pickering & Co. Securities, Inc.",0.5291502622129182,True
560,SCHRODEU,50,0.46,0.6086956521739131,3,25232403.0,Citigroup Inc,0.5291502622129182,True
657,EKSPRES,18,0.6666666666666666,0.4166666666666667,319,39102152.0,Deniz Yatirim Menkul Degerler A.S.,0.5270462766947299,True
492,TISCOFT,29,0.7931034482758621,0.34782608695652173,5,25232408.0,Deutsche Bank,0.5252257314388903,True
519,VECTOR,22,0.45454545454545453,0.6,408,39861700.0,"Prudential Equity Group, LLC",0.5222329678670935,True
909,LOMBARD,22,0.8181818181818182,0.3333333333333333,828,26750190.0,Lombard Odier Darier Hentsch & Cie Corporate,0.5222329678670935,True
704,SEOUL,60,0.7666666666666667,0.34782608695652173,996,39833532.0,Eugene Investment & Securities Co Ltd.,0.5163977794943223,True
499,CITIFH,15,0.6,0.4444444444444444,265,29898027.0,DBS Vickers Research,0.5163977794943222,True
682,DAISHER,83,0.6987951807228916,0.3793103448275862,2656,40126467.0,Daishin Securities Co. Ltd.,0.514840014921,True
724,RBSMOR,46,0.9782608695652174,0.26666666666666666,2925,41135148.0,Morgans Financial Limited,0.5107539184552491,True
202,HAITONG,161,0.5900621118012422,0.43157894736842106,708,39857437.0,"Haitong Securities Co., Ltd.",0.5046368843962634,True
336,CHOLET,107,0.40186915887850466,0.627906976744186,364,39929447.0,Credit Lyonnais Securities,0.5023310149673528,True
861,MERISTEM,8,0.5,0.5,2556,100536754.0,Meristem Securities Limited,0.5000000000000001,True
655,PUBINV,8,0.625,0.4,3084,260847286.0,Public Investment Bank Berhad,0.5,True
391,SUNHUNG,65,0.49230769230769234,0.5,1035,12932072.0,Everbright Securities International (HK) Limited (“EBSIHK”),0.4961389383568338,True
871,GKM,123,0.6910569105691057,0.35294117647058826,210,33292127.0,BMO Capital Markets U.S. (Historical),0.4938647983247948,True
767,TONGYANG,70,0.7857142857142857,0.3090909090909091,1053,39831087.0,"Yuanta Securities Korea Co., Ltd.",0.4928053803045812,True
983,DOWLING,17,0.5882352941176471,0.4,368,6998490.0,Dowling & Partners Securities LLC,0.48507125007266594,True
895,ETRSEC,64,0.6875,0.3409090909090909,2570,109104314.0,"LS Securities Co., Ltd.",0.48412291827592707,True
780,HYUNDAI,124,0.6290322580645161,0.3717948717948718,731,39861655.0,"KB Securities Co., Ltd.",0.4836020758246758,True
412,MFKINVES,13,0.46153846153846156,0.5,859,29094831.0,Millennium Capital,0.4803844614152614,True
671,VERTRESP,13,0.38461538461538464,0.6,10,20921390.0,BofA Global Research,0.4803844614152614,True
592,JBALLAS,48,0.5,0.4583333333333333,265,29898027.0,DBS Vickers Research,0.47871355387816905,True
990,OSKFM,70,0.6,0.38095238095238093,910,22229144.0,OSK-DMG,0.4780914437337575,True
390,HUAFIN,62,0.6774193548387096,0.3333333333333333,729,39857626.0,Huatai Research,0.47519096331149147,True
649,BVSC,31,0.5483870967741935,0.4117647058823529,3013,243301645.0,Bao Viet Securities Joint Stock Company,0.47519096331149135,True
549,INTERAC,9,0.4444444444444444,0.5,748,39926992.0,Interacciones Casa De Bolsa De Cv,0.4714045207910317,True
256,GTJA,50,0.52,0.4230769230769231,705,40482819.0,Guotai Junan International Holdings Limited,0.46904157598234303,True
758,HAMQUIST,74,0.5,0.43243243243243246,8,25232432.0,J.P. Morgan,0.46499055497527714,True
96,QILU,89,0.5617977528089888,0.38,3200,85060939.0,Zhongtai Securities Co. Ltd.,0.4620423639315076,True
905,YAMFH,66,0.45454545454545453,0.4666666666666667,309,38442191.0,Core Pacific -Yamaichi International (H.K.) Limited,0.4605661864718382,True
473,SEIDLER,19,0.42105263157894735,0.5,127,7023905.0,Seidler Companies,0.4588314677411236,True
702,SKSEC,43,0.7674418604651163,0.2727272727272727,416,39831501.0,"SK Securities Co., Ltd.",0.457495710997814,True
281,KTBSEC,54,0.7962962962962963,0.2558139534883721,2348,60749322.0,"DAOL Investment & Securities Co., Ltd.",0.45133546692422005,True
351,BOHAI,20,0.55,0.36363636363636365,2497,85056489.0,"Bohai Securities Co., Ltd.",0.447213595499958,True
190,PROBURSA,5,0.4,0.5,349,39860769.0,BBVA Corporate and Investment Bank,0.447213595499958,True
663,PUILAET,5,0.4,0.5,787,26631494.0,KBC Securities NV,0.447213595499958,True
