,IBES_NAME,total_valid_record,confidence_on_density,confidence_on_distance,choice,companyid,brokername,overall_confidence,correct
328,LAZARD,73,0.8904109589041096,0.8615384615384616,812,26254318.0,Lazard Capital Markets,0.8758557459257963,True
761,RABOBANK,30,0.8333333333333334,0.92,218,26750847.0,Rabobank Equity Research,0.8755950357709132,True
803,WMJM,51,0.8431372549019608,0.9069767441860465,118,22648922.0,Madison Williams and Company LLC,0.8744746321952063,True
404,WILLIAMC,17,0.8823529411764706,0.8666666666666667,52,25228253.0,"Siebert Williams Shank & Co., LLC",0.8744746321952063,True
583,COOPER,17,0.9411764705882353,0.8125,173,25218849.0,"C. K. Cooper & Company, Inc.",0.8744746321952062,True
509,TMS,114,0.9385964912280702,0.8130841121495327,399,27826730.0,Mitsubishi UFJ Morgan Stanley Securities Company Limited,0.873589088036728,True
714,MONTSEC,261,0.9042145593869731,0.8432203389830508,2,25232400.0,Banc of America Securities,0.8731850361061472,True
40,ELEVEN,21,0.9047619047619048,0.8421052631578947,3293,408407123.0,Eleven Financial Research,0.8728715609439696,True
541,NAEEM,21,0.9047619047619048,0.8421052631578947,2289,54077959.0,Naeem Holding,0.8728715609439696,True
113,FRASERMC,21,1.0,0.7619047619047619,23,25217700.0,Fraser Mackenzie Limited,0.8728715609439694,True
807,JESUPLAM,25,0.88,0.8636363636363636,91,25228709.0,Jesup & Lamont Securities Corporation,0.8717797887081348,True
493,BUCK,75,0.92,0.8260869565217391,64,3457057.0,Buckingham Research Group Inc.,0.8717797887081348,True
173,BARREN,25,1.0,0.76,3636,706430982.0,Barrenjoey Markets Pty Limited,0.8717797887081347,True
92,HARRISNC,25,0.96,0.7916666666666666,322,39404300.0,Wellington West Capital Markets Inc.,0.8717797887081347,True
674,ENAM,83,0.9036144578313253,0.84,631,38887246.0,Axis Capital Limited,0.8712268043272735,True
376,OCTAGON,29,0.8620689655172413,0.88,36,25217999.0,Octagon Capital Corporation,0.8709883407113854,True
469,KAKUMARU,29,1.0,0.7586206896551724,865,39855675.0,Mizuho Investors Securities Co. Ltd.,0.8709883407113854,True
841,JENNCAP,29,1.0,0.7586206896551724,220,28628115.0,Jennings Capital Inc.,0.8709883407113854,True
615,GUGGEL,91,0.9340659340659341,0.8117647058823529,2538,100488882.0,"Guggenheim Securities, LLC",0.8707707839849465,True
448,DKB,66,0.8636363636363636,0.8771929824561403,6,25232411.0,Dresdner Kleinwort,0.8703882797784892,True
846,ARBUTHNO,41,0.9512195121951219,0.7948717948717948,466,26522879.0,Arbuthnot Securities Limited,0.8695387058524823,True
523,WOODGUND,179,0.8324022346368715,0.9060402684563759,567,36593470.0,CIBC Capital Markets,0.868441099979773,True
821,DEACON,122,0.8688524590163934,0.8679245283018868,241,34030104.0,Eight Capital,0.8683883697146904,True
979,WOLFE,69,0.9420289855072463,0.8,2057,52490906.0,"Wolfe Research, LLC.",0.8681147322824311,True
84,DBSFJ,68,0.9264705882352942,0.8095238095238095,5,25232408.0,Deutsche Bank,0.8660254037844387,True
845,TDSI,136,0.9411764705882353,0.796875,1325,40273256.0,TD Securities,0.8660254037844387,True
771,FORSYTH,20,0.9,0.8333333333333334,249,34975833.0,Forsyth Barr Group Ltd.,0.8660254037844387,True
270,HOAK,12,0.9166666666666666,0.8181818181818182,723,39927468.0,"Hoak, Breedlove, Wesneski & Co.",0.8660254037844387,True
667,LBBW,44,0.8181818181818182,0.9166666666666666,392,38835515.0,Landesbank Baden-Wuerttemberg Equity and Fixed Income Research,0.8660254037844387,True
280,SEAMICO,28,0.9642857142857143,0.7777777777777778,994,28441407.0,KT Zmico Research,0.8660254037844387,True
865,NCBCAP,8,1.0,0.75,2508,79350569.0,SNB Capital,0.8660254037844386,True
579,IIIR,64,0.921875,0.8135593220338984,252,20385895.0,Independent International Investment Research,0.8660254037844386,True
9,SHAJAR,8,1.0,0.75,2813,153933902.0,Shajar Capital Pakistan (Private) Limited,0.8660254037844386,True
220,CORPBANC,8,0.875,0.8571428571428571,1181,40379254.0,Corp Research SA,0.8660254037844386,True
317,CFRANOWM,51,0.8627450980392157,0.8636363636363636,247,12457649.0,CFRA Equity Research,0.8631906158060839,True
816,EVERCO,121,0.9586776859504132,0.7758620689655172,2554,100489358.0,Evercore ISI,0.8624393618641034,True
776,CIC,78,0.8205128205128205,0.90625,574,26522672.0,CIC Market Solutions (ESN),0.8623164985025763,True
81,DESJARD,78,0.9102564102564102,0.8169014084507042,315,37287245.0,Desjardins Securities Inc.,0.8623164985025762,True
286,NOMURA,190,0.8526315789473684,0.8703703703703703,182,26256400.0,Nomura Securities Co. Ltd.,0.8614553169827759,True
517,FINANSET,27,0.8888888888888888,0.8333333333333334,657,26897565.0,QNB Finansinvest,0.8606629658238705,True
198,DLOUHY,27,0.9259259259259259,0.8,317,37982509.0,Cantor Fitzgerald Canada Corporation,0.8606629658238704,True
511,RESEARCH,77,0.8311688311688312,0.890625,117,26254418.0,Research Capital Corporation,0.8603834844182797,True
957,CABOTO,42,0.8571428571428571,0.8611111111111112,489,30346691.0,Intesa Sanpaolo Equity Research,0.8591246929842246,True
212,CARNEGIE,183,0.8579234972677595,0.8598726114649682,294,26878918.0,Carnegie Investment Bank AB,0.8588975014708023,True
796,LAKES,19,1.0,0.7368421052631579,2952,228576910.0,"Lake Street Capital Markets, LLC",0.8583950752789521,True
12,MGASFI,38,0.8947368421052632,0.8235294117647058,5,25232408.0,Deutsche Bank,0.8583950752789521,True
751,MONTEGA,19,1.0,0.7368421052631579,2510,90011135.0,Montega AG,0.8583950752789521,True
150,ALSTER,15,0.9333333333333333,0.7857142857142857,1113,40272981.0,SRH AlsterResearch AG,0.8563488385776753,True
230,AKD,30,0.8666666666666667,0.8461538461538461,242,34869086.0,AKD Research,0.8563488385776753,True
740,BUTTER,45,0.9111111111111111,0.8048780487804879,162,26539215.0,Seymour Pierce Limited,0.8563488385776753,True
825,VSACAP,15,0.8666666666666667,0.8461538461538461,2858,52056778.0,VSA Capital Limited,0.8563488385776753,True
764,GLOBALKW,15,0.8666666666666667,0.8461538461538461,687,28439686.0,Global Investment House,0.8563488385776753,True
988,PUNK,30,0.8,0.9166666666666666,38,24255118.0,Ladenburg Thalmann & Company,0.8563488385776752,True
530,SUMMCAP,52,0.9230769230769231,0.7916666666666666,367,26256044.0,Colliers Securities,0.8548504142651104,True
584,ABG,89,0.8651685393258427,0.8441558441558441,229,27826668.0,ABG Sundal Collier,0.8545976121261312,True
978,ASK,85,0.8705882352941177,0.8378378378378378,334,38887194.0,JM Financial Institutional Securities Limited,0.8540560664885429,True
99,MACQUARI,436,0.8509174311926605,0.8571428571428571,833,28954110.0,Macquarie Research,0.8540244716430189,True
152,MOTILAFI,96,0.8645833333333334,0.8433734939759037,277,34100092.0,Motilal Oswal Securities Ltd.,0.8539125638299666,True
355,KREDIET,92,0.8695652173913043,0.8375,787,26631494.0,KBC Securities NV,0.8533820185387184,True
260,ZURCHER,44,0.8636363636363636,0.8421052631578947,1100,39861215.0,Zürcher Kantonalbank,0.8528028654224418,True
797,WHIRELAN,22,0.8636363636363636,0.8421052631578947,194,26750241.0,WH Ireland Limited,0.8528028654224418,True
610,FIMSECS,22,0.8181818181818182,0.8888888888888888,654,36419881.0,FIM Investment Research,0.8528028654224418,True
862,BANKAM,22,0.8636363636363636,0.8421052631578947,1879,40179581.0,Bank am Bellevue,0.8528028654224418,True
956,FINNCAP,44,0.9545454545454546,0.7619047619047619,770,39861074.0,Cavendish,0.8528028654224417,True
261,ORIELSEC,80,0.9625,0.7532467532467533,904,26380148.0,Oriel Securities Ltd.,0.8514693182963201,True
872,HERMANN,29,0.9310344827586207,0.7777777777777778,506,38835502.0,Bankhaus Lampe KG,0.8509629433967631,True
937,RHITCHAR,76,0.8552631578947368,0.8461538461538461,274,32896439.0,Religare Capital Markets,0.8506963092234008,True
912,JPMORGAN,416,0.8605769230769231,0.840782122905028,8,25232432.0,J.P. Morgan,0.8506219444075567,True
30,PEREIRE,43,0.8372093023255814,0.8611111111111112,862,39861078.0,Mirabaud Securities LLP,0.8490761052804039,True
147,WEISEL,107,0.9532710280373832,0.7549019607843137,47,22387142.0,Thomas Weisel Equity Research,0.8483078263368192,True
836,AGORASEN,7,0.8571428571428571,0.8333333333333334,451,39856110.0,Agora Senior,0.8451542547285166,True
733,IDBI,63,0.8571428571428571,0.8333333333333334,737,32892304.0,IDBI Capital Markets & Securities Ltd.,0.8451542547285166,True
752,EUROPAC,28,0.8571428571428571,0.8333333333333334,2961,226070701.0,Echelon Wealth Partners Inc.,0.8451542547285166,True
187,FOYILSEC,14,0.8571428571428571,0.8333333333333334,671,36339637.0,Foyil Securities,0.8451542547285166,True
172,EUROLAND,7,0.8571428571428571,0.8333333333333334,643,40126882.0,EuroLand Corporate,0.8451542547285166,True
268,LCMMP,21,0.9523809523809523,0.75,3169,285666253.0,TPICAP Midcap,0.8451542547285166,True
984,EQNET,42,0.9761904761904762,0.7317073170731707,635,26538717.0,equinet Bank AG (ESN),0.8451542547285165,True
903,CLALEXHK,460,0.8760869565217392,0.8114143920595533,573,32447338.0,CLSA,0.8431308114506262,True
744,CENKSEC,38,0.9736842105263158,0.7297297297297297,550,39859425.0,Cavendish Historical (Cenkos Securities),0.8429272304235246,True
458,HCWAIN,69,0.8985507246376812,0.7903225806451613,85,25231031.0,H.C. Wainwright & Co.,0.8427009716003844,True
249,BAABANK,31,1.0,0.7096774193548387,2905,204719723.0,Baader Helvea Equity Research,0.842423539174232,True
326,BKFI,175,0.8,0.8857142857142857,510,32950192.0,Batlivala & Karani Securities India Pvt. Ltd.,0.841766849294642,True
419,DANBORS,144,0.8611111111111112,0.8225806451612904,596,28439069.0,Danske Bank,0.8416254115301732,True
606,SPARKCAP,24,0.875,0.8095238095238095,1112,43506640.0,Spark Capital Advisors(India) Private Limited,0.8416254115301731,True
296,MPARTNER,41,0.8048780487804879,0.8787878787878788,270,34931422.0,M Partners Inc.,0.8410214463203252,True
562,ALPHA,17,0.8235294117647058,0.8571428571428571,458,38888315.0,Alpha Finance Investment Services S.A.,0.8401680504168058,True
669,AROS,206,0.8349514563106796,0.8430232558139535,891,39859508.0,Nordea Markets,0.8389776487759558,True
186,SINFRIEK,54,0.8703703703703703,0.8085106382978723,784,28440592.0,Singer Capital Markets,0.8388704928078611,True
734,IBERS,27,0.8518518518518519,0.8260869565217391,248,29227203.0,Banco de Sabadell. S.A.,0.8388704928078611,True
79,AKROS,27,0.9259259259259259,0.76,488,28442309.0,Banca Akros S.p.A. (ESN),0.838870492807861,True
51,FENERGY,27,0.9629629629629629,0.7307692307692307,287,26522612.0,FirstEnergy Capital Corp.,0.838870492807861,True
415,SOGENED,306,0.803921568627451,0.8739837398373984,999,26339038.0,Societe Generale Cross Asset Research,0.8382209607764336,True
50,MACNAB,127,0.8188976377952756,0.8557692307692307,4,25232407.0,Credit Suisse,0.8371304567239225,True
251,AKSEERRD,10,0.8,0.875,3336,304807341.0,Akseer Research (Pvt.) Limited,0.8366600265340756,True
433,AVIORRES,30,0.7666666666666667,0.9130434782608695,1136,40177154.0,Avior Capital Markets,0.8366600265340756,True
970,BANIFPRI,20,0.8,0.875,500,40224390.0,Caixa Geral de Depositos (CGD) Securities,0.8366600265340756,True
620,GROWTHEQ,10,0.9,0.7777777777777778,1953,52511713.0,Growth Equities & Company Research,0.8366600265340756,True
622,PRIMEUAE,20,0.85,0.8235294117647058,944,40401335.0,Prime Research,0.8366600265340756,True
195,RONEY,10,0.8,0.875,114,40374081.0,Raymond James & Associates,0.8366600265340756,True
266,CONCAP,10,0.9,0.7777777777777778,1180,40383278.0,Concorde Capital,0.8366600265340756,True
692,DEXIAB,10,0.8,0.875,605,30231260.0,Dexia Bank Belgium,0.8366600265340756,True
660,CITIONLI,20,0.9,0.7777777777777778,571,39861002.0,"COL Financial Group, Inc",0.8366600265340756,True
634,PARKER,10,1.0,0.7,916,39830837.0,Parker/Hunter Inc,0.8366600265340756,True
516,CROWELL,10,0.8,0.875,72,37179882.0,"Crowell, Weedon & Co.",0.8366600265340756,True
366,MANDIRI,40,0.8,0.875,954,28458221.0,PT Mandiri Sekuritas,0.8366600265340756,True
582,FORTNED,30,1.0,0.7,1856,26763321.0,ABN AMRO Bank N.V.,0.8366600265340756,True
53,LARRAIN,20,0.75,0.9333333333333333,1242,40311608.0,LarrainVial S.A.,0.8366600265340755,True
309,PETERCAM,33,0.8181818181818182,0.8518518518518519,924,26750763.0,Degroof Petercam,0.834847109936722,True
272,SANINVLC,115,0.7739130434782608,0.898876404494382,429,26338709.0,Santander,0.834057656228299,True
459,FRCLAYSC,475,0.9178947368421052,0.7568807339449541,9,8280347.0,Barclays,0.8335087534664907,True
975,CSFBFJ,101,0.8613861386138614,0.8045977011494253,4,25232407.0,Credit Suisse,0.8325078419634815,True
949,BRAC,13,0.8461538461538461,0.8181818181818182,1404,28458575.0,BRAC EPL Stock Brokerage Ltd,0.8320502943378437,True
666,SMEETSCO,13,0.8461538461538461,0.8181818181818182,600,26750606.0,Delta Lloyd Securities N.V.,0.8320502943378437,True
811,TAYLORAA,26,0.8076923076923077,0.8571428571428571,1042,39831144.0,Taylor Collison Limited,0.8320502943378437,True
153,RAYMONDJ,13,0.8461538461538461,0.8181818181818182,915,39927360.0,Park Raymond James Securities - Turkey,0.8320502943378437,True
840,ZOETE,396,0.803030303030303,0.8616352201257862,4,25232407.0,Credit Suisse,0.8318168018976245,True
830,KRC,81,0.8395061728395061,0.8235294117647058,231,34480052.0,K.R. Choksey Shares & Securities Private Ltd.,0.831479419283098,True
810,WILSONAA,55,0.8,0.8636363636363636,1092,40273631.0,Wilsons Advisory and Stockbroking Ltd.,0.8312094145936335,True
565,IMTRUST,29,0.7586206896551724,0.9090909090909091,1654,50197637.0,CrediCorp Capital,0.8304547985373997,True
76,FAHN,215,0.8930232558139535,0.7708333333333334,108,25231783.0,Oppenheimer & Co. Inc.,0.8296819228012962,True
925,NCBSTOCK,32,0.8125,0.8461538461538461,161,27826560.0,NCB Stockbrokers,0.82915619758885,True
157,BURNS,223,0.8699551569506726,0.788659793814433,228,25218639.0,BMO Capital Markets Equity Research,0.8283107235262139,True
381,HANWEST,35,0.9142857142857143,0.75,137,26379916.0,Stockdale Securities,0.828078671210825,True
354,GARGIULO,19,0.8421052631578947,0.8125,908,26379194.0,Oscar Gruss and Son Inc.,0.827170191868511,True
553,PACGROW,57,0.8596491228070176,0.7959183673469388,111,25217292.0,Pacific Growth Equities,0.827170191868511,True
750,DANFL,44,0.8636363636363636,0.7894736842105263,957,39859527.0,"PT BRI Danareksa Sekuritas, Research Division",0.8257228238447706,True
559,TOPLINE,22,0.8636363636363636,0.7894736842105263,2697,116586891.0,Topline Securities (Pvt.) Limited,0.8257228238447706,True
697,AFRICA,22,0.7727272727272727,0.8823529411764706,2075,52984883.0,African Alliance,0.8257228238447705,True
943,BBV,47,0.8297872340425532,0.8205128205128205,349,39860769.0,BBVA Corporate and Investment Bank,0.8251369970070347,True
715,AHORRO,25,0.76,0.8947368421052632,452,29226635.0,Ahorro Corporación,0.8246211251235321,True
180,BEAR,363,0.8292011019283747,0.8172757475083057,311,11873689.0,Bear Stearns Companies Inc.,0.8232168307397651,True
938,DAIWAUS,34,0.8823529411764706,0.7666666666666667,594,39857797.0,Daiwa Securities Co. Ltd.,0.8224783208299743,True
681,SOUTH,37,0.7837837837837838,0.8620689655172413,122,25217667.0,Southwest Securities,0.8219949365267865,True
685,VIRGINIA,37,0.9459459459459459,0.7142857142857143,74,25219672.0,Davenport & Company,0.8219949365267865,True
342,PRABHU,98,0.826530612244898,0.8148148148148148,223,32876627.0,Prabhudas Lilladher Pvt Ltd.,0.8206518066482898,True
102,DAIN,98,0.8061224489795918,0.8354430379746836,115,25231868.0,RBC Capital Markets,0.8206518066482897,True
766,MORGNADR,58,0.7758620689655172,0.8666666666666667,11,25232855.0,Morgan Stanley,0.820008410385801,True
588,DOMMAK,12,0.8333333333333334,0.8,2773,108507790.0,Dom Maklerski Banku BPS S.A.,0.816496580927726,True
673,RELIGARE,24,0.9166666666666666,0.7272727272727273,274,32896439.0,Religare Capital Markets,0.816496580927726,True
718,CENTRE,18,0.7777777777777778,0.8571428571428571,183,27244947.0,CiG,0.816496580927726,True
39,KOMERC,6,0.8333333333333334,0.8,802,32896632.0,Komercni Banka AS,0.816496580927726,True
313,CARSTONE,9,0.7777777777777778,0.8571428571428571,3007,242395842.0,CardinalStone Partners Limited,0.816496580927726,True
896,YORKTON,54,0.7962962962962963,0.8372093023255814,833,28954110.0,Macquarie Research,0.816496580927726,True
684,CLEVELAN,33,0.9696969696969697,0.6875,1177,40229572.0,Cleveland Research Company,0.816496580927726,True
568,BRADESCO,39,0.8205128205128205,0.8125,1106,40480403.0,Bradesco S.A. Corretora de Títulos e Valores Mobiliários,0.816496580927726,True
189,GROOFEB,18,1.0,0.6666666666666666,509,26630389.0,Banque Degroof,0.816496580927726,True
782,PACPAR,15,0.9333333333333333,0.7142857142857143,3171,252448196.0,PAC Partners Securities Pty. Ltd.,0.816496580927726,True
614,KIMENGFT,15,0.8666666666666667,0.7692307692307693,799,21992976.0,Maybank Research Pte. Ltd.,0.816496580927726,True
428,PLANNER,9,1.0,0.6666666666666666,936,39859674.0,Planner Corretora De Valores S.A.,0.816496580927726,True
154,PERELLA,18,0.8333333333333334,0.8,6,25232411.0,Dresdner Kleinwort,0.816496580927726,True
522,BMACAP,18,0.8888888888888888,0.75,524,39862088.0,BMA Capital Management Ltd.,0.8164965809277259,True
374,GBCAG,12,0.75,0.8888888888888888,1205,40173953.0,GBC AG,0.8164965809277259,True
168,MITOSECU,9,0.8888888888888888,0.75,864,12914339.0,"Mito Securities Research Institute Co., Ltd.",0.8164965809277259,True
32,BEACONS,24,0.875,0.7619047619047619,1151,40177706.0,Beacon Securities Limited,0.8164965809277259,True
992,ISEC,92,0.8260869565217391,0.8026315789473685,736,38836984.0,ICICI Securities Ltd.,0.8142748174055671,True
869,RAYMOND,192,0.828125,0.7987421383647799,114,40374081.0,Raymond James & Associates,0.813300887330964,True
968,EVLI,38,0.8157894736842105,0.8064516129032258,306,36373357.0,Evli Bank plc,0.8111071056538127,True
711,DMGEUR,318,0.7452830188679245,0.8818565400843882,5,25232408.0,Deutsche Bank,0.8106988987302965,True
672,BANKVONT,67,0.8208955223880597,0.8,203,26750107.0,Bank Vontobel AG,0.8103804155521329,True
244,CANTORS,32,0.84375,0.7777777777777778,2881,217864066.0,Cantor Fitzgerald Europe,0.8100925873009825,True
526,FIRSTALB,78,0.7564102564102564,0.864406779661017,54,7505182.0,"Gleacher & Company, Inc.",0.8086075400626399,True
372,SBCIFS,72,0.8611111111111112,0.7580645161290323,12,25232862.0,UBS Investment Bank,0.8079466429027214,True
235,BAILLIEU,23,0.9130434782608695,0.7142857142857143,617,38834823.0,EL&C Baillieu,0.8075728530872482,True
128,MKMPARTN,43,0.8837209302325582,0.7368421052631579,400,40334090.0,MKM Partners LLC,0.806946584785929,True
487,OLDE,40,0.725,0.896551724137931,707,39859543.0,"H&R Block Financial Advisors, Inc.",0.8062257748298549,True
971,NOMURAEU,154,0.9675324675324676,0.6711409395973155,182,26256400.0,Nomura Securities Co. Ltd.,0.8058229640253803,True
904,ENSKILSS,165,0.7272727272727273,0.8916666666666667,260,26879261.0,SEB,0.8052855695247795,True
829,IISPL,17,0.7647058823529411,0.8461538461538461,2328,59365853.0,Ismail Iqbal Securities (Pvt.) Ltd.,0.8043996665398436,True
691,CORPSYNG,31,0.8064516129032258,0.8,275,32505930.0,Blue Oar Securities,0.8032193289024988,True
439,NOMURAUS,138,0.8623188405797102,0.7478991596638656,182,26256400.0,Nomura Securities Co. Ltd.,0.8030738049717997,True
210,INTERFIP,14,0.7857142857142857,0.8181818181818182,554,39835867.0,Inteligo SAB,0.8017837257372732,True
609,FCINDIA,14,0.7857142857142857,0.8181818181818182,1937,52420954.0,FirstCall Research,0.8017837257372732,True
921,MGASFP,14,0.8571428571428571,0.75,5,25232408.0,Deutsche Bank,0.8017837257372731,True
344,HUATAI,25,0.92,0.6956521739130435,729,39857626.0,Huatai Research,0.8,True
554,EXECUTE,127,0.8031496062992126,0.7941176470588235,370,40255786.0,Haitong Bank S.A.,0.7986208584745024,True
563,HOWARD,33,0.8181818181818182,0.7777777777777778,725,38444827.0,Scotia Howard Weil,0.7977240352174657,True
149,CICEGYPT,33,0.7878787878787878,0.8076923076923077,1224,40173857.0,CI Capital Research,0.7977240352174657,True
939,ALLARIA,11,0.8181818181818182,0.7777777777777778,1125,40179165.0,Allaria Ledesma & Cia Sociedad de Bolsa S.A.,0.7977240352174657,True
935,SEKER,11,0.8181818181818182,0.7777777777777778,2547,40176005.0,Seker Yatirim Menkul Degerler A.S.,0.7977240352174657,True
954,KOOIJMAN,22,0.8181818181818182,0.7777777777777778,1020,26750647.0,NIBC Bank N.V. (ESN),0.7977240352174657,True
963,SINARMAS,11,0.8181818181818182,0.7777777777777778,2835,204945398.0,PT Sinarmas Sekuritas,0.7977240352174657,True
185,ATLANEQU,44,0.9772727272727273,0.6511627906976745,476,12666186.0,Atlantic Equities LLP,0.7977240352174657,True
628,BACHE,176,0.7613636363636364,0.835820895522388,408,39861700.0,"Prudential Equity Group, LLC",0.7977240352174656,True
643,CAPELEUR,426,0.7629107981220657,0.8307692307692308,383,26269629.0,HSBC,0.796117338651413,True
977,COMMERBK,161,0.7267080745341615,0.8717948717948718,330,26522887.0,Commerzbank AG,0.7959524939786341,True
200,OPPENGER,79,0.810126582278481,0.78125,903,39856959.0,Oppenheim Research GMBH,0.7955572841757301,True
340,CLEARY,46,0.8478260869565217,0.7435897435897436,1061,39861339.0,Tucker Anthony Sutro Capital Markets,0.7939992333804207,True
852,OYAKSEC,27,0.7777777777777778,0.8095238095238095,273,26897648.0,OYAK Yatirim Menkul Degerler A.S.,0.7934920476158722,True
798,AMRO,391,0.7468030690537084,0.839041095890411,159,26257109.0,NWM Strategy,0.7915797278058261,True
62,GENESIS,16,0.75,0.8333333333333334,1542,43605039.0,JWGenesis Financial Corp.,0.7905694150420949,True
501,WARKS,40,0.75,0.8333333333333334,5,25232408.0,Deutsche Bank,0.7905694150420949,True
431,CHARTHSE,271,0.6863468634686347,0.9086021505376344,324,26257802.0,ING Groep NV,0.7896937610000231,True
60,BBY,45,0.7111111111111111,0.875,350,28954267.0,APP Securities Pty Ltd.,0.7888106377466154,True
49,BAHANAFL,66,0.8787878787878788,0.7068965517241379,953,39861112.0,PT Bahana Securities,0.7881701093115122,True
279,ATA,29,0.7931034482758621,0.782608695652174,340,26897483.0,Ata Invest,0.7878385971583354,True
165,PHAROS,29,0.9655172413793104,0.6428571428571429,1736,50278027.0,Pharos Research,0.7878385971583354,True
379,NEXTGENE,21,0.8571428571428571,0.7222222222222222,156,26630947.0,Next Generation Equity Research,0.7867957924694431,True
689,OPPEN,216,0.8101851851851852,0.76,567,36593470.0,CIBC Capital Markets,0.7846914939903075,True
334,ARMSEC,13,0.7692307692307693,0.8,2816,75894607.0,ARM Research,0.7844645405527361,True
908,CDC,101,0.8316831683168316,0.7380952380952381,2326,40133116.0,Natixis S.A.,0.7834930670648043,True
902,JPINVEST,163,0.7914110429447853,0.7751937984496124,2302,112873178.0,Haitong International Research Limited,0.7832604499879574,True
664,ABSA,18,0.7222222222222222,0.8461538461538461,1859,,Absa Bank Limited,0.7817359599705717,True
405,CENTRO,18,0.9444444444444444,0.6470588235294118,553,28442883.0,ICBPI,0.7817359599705715,True
63,PUTLOVE,23,0.8695652173913043,0.7,960,39861496.0,Putnam Lovell NBF Securities,0.7801894976054939,True
323,BEESON,97,0.7422680412371134,0.8194444444444444,160,26379978.0,Evolution Securities,0.7799021878930795,True
353,PARIBAFJ,33,0.8181818181818182,0.7407407407407407,352,28401267.0,BNP Paribas Securities (Asia),0.778498944161523,True
626,COMMSEC,38,0.7631578947368421,0.7931034482758621,2540,54625394.0,Commonwealth Bank of Australia,0.7779866052154992,True
347,ARKEONFR,15,0.9333333333333333,0.6428571428571429,468,39861132.0,Arkeon Finance,0.7745966692414834,True
991,JOHNSON,25,0.68,0.8823529411764706,178,26256862.0,Wachovia Securities,0.7745966692414834,True
95,SHAWAA,40,0.9,0.6666666666666666,1002,39858242.0,Shaw and Partners Limited,0.7745966692414834,True
258,VCSC,55,0.8363636363636363,0.717391304347826,1779,50233720.0,Viet Capital Securities Joint Stock Company,0.7745966692414833,True
809,KGIFT,40,0.725,0.8275862068965517,796,28440676.0,KGI Securities Co. Ltd.,0.7745966692414833,True
834,STERNE,105,0.9047619047619048,0.6631578947368421,1029,26379151.0,Sterne Agee & Leach,0.7745966692414833,True
465,ECZAET,20,0.75,0.8,621,26897533.0,Eczacibasi Securities,0.7745966692414833,True
329,IJGPTY,5,0.8,0.75,756,28440500.0,IJG Securities (Pty) Ltd,0.7745966692414833,True
237,IBERIA,10,0.8,0.75,2763,112039573.0,Iberia Capital Partners,0.7745966692414833,True
303,POTTER,147,0.7210884353741497,0.8301886792452831,12,25232862.0,UBS Investment Bank,0.773717943298663,True
346,WARFI,62,0.7419354838709677,0.8043478260869565,12,25232862.0,UBS Investment Bank,0.7725116138598741,True
191,SANDLER,64,0.90625,0.6551724137931034,119,25218138.0,Sandler O'Neill,0.7705517503711221,True
101,BNPFS,54,0.8518518518518519,0.6956521739130435,352,28401267.0,BNP Paribas Securities (Asia),0.769800358919501,True
855,NOMURAFH,301,0.813953488372093,0.726530612244898,182,26256400.0,Nomura Securities Co. Ltd.,0.7690007322791358,True
631,CICC,286,0.8531468531468531,0.6926229508196722,564,39857650.0,China International Capital Corporation Limited,0.7687061147858073,True
679,CIMBFM,312,0.8237179487179487,0.7159533073929961,568,36276164.0,CGS International,0.7679476477883045,True
690,SWEDBANK,73,0.726027397260274,0.8113207547169812,167,26897435.0,Swedbank Large Corporates & Institutions,0.7674901275524076,True
236,BRASCAN,17,0.7058823529411765,0.8333333333333334,494,39861959.0,Banco Brascan S.A.,0.7669649888473704,True
349,SVENSKA,142,0.7253521126760564,0.8058252427184466,711,26879281.0,Handelsbanken Capital Markets,0.7645306025618079,True
445,BROWNBRO,36,0.6666666666666666,0.875,63,25229855.0,Brown Brothers Harriman,0.7637626158259734,True
995,FATOR,36,0.7222222222222222,0.8076923076923077,649,39829766.0,Fator Corretora,0.7637626158259734,True
617,SUTRO,24,0.75,0.7777777777777778,1037,39836666.0,"Sutro & Co., Inc.",0.7637626158259733,True
544,CHICAGO,110,0.8,0.7272727272727273,159,26257109.0,NWM Strategy,0.7627700713964739,True
712,HELLENIC,19,0.7368421052631579,0.7857142857142857,841,12869324.0,Optima bank (ESN),0.7608859102526822,True
894,UNIBANCO,26,0.7307692307692307,0.7894736842105263,758,39925887.0,Itau BBA,0.75955452531275,True
508,BOENNING,26,0.9615384615384616,0.6,142,26878607.0,"Boenning & Scattergood, Inc.",0.75955452531275,True
461,FOXPITT,85,0.9529411764705882,0.6049382716049383,331,26254230.0,Fox-Pitt Kelton Cochran Caronia Waller,0.7592566023652966,True
397,FURMAN,125,0.776,0.7422680412371134,324,26257802.0,ING Groep NV,0.7589466384404111,True
633,POINT,33,0.8484848484848485,0.6785714285714286,2700,100060737.0,"Compass Point Research & Trading, LLC",0.7587869106393281,True
86,CHEVREUX,240,0.7333333333333333,0.7840909090909091,588,26257395.0,CA Cheuvreux,0.758287544405155,True
34,COLLINS,47,0.9574468085106383,0.6,2317,54555618.0,Collins Stewart plc,0.7579367289598671,True
370,ALEX,117,0.6837606837606838,0.8375,5,25232408.0,Deutsche Bank,0.7567361314550618,True
426,KLEINEUR,257,0.6653696498054474,0.8596491228070176,6,25232411.0,Dresdner Kleinwort,0.7562965263689007,True
