IBES_NAME,total_valid_record,confidence_on_density,confidence_on_distance,overall_confidence,choice,companyid,brokername
RABOBANK,30,0.8333333333333334,0.92,(0.8755950357709132+0j),218,26750847.0,Rabobank Equity Research
WILLIAMC,17,0.8823529411764706,0.8666666666666667,(0.8744746321952063+0j),52,25228253.0,"Siebert Williams Shank & Co., LLC"
WMJM,51,0.8431372549019608,0.9069767441860465,(0.8744746321952063+0j),118,22648922.0,Madison Williams and Company LLC
COOPER,17,0.9411764705882353,0.8125,(0.8744746321952062+0j),173,25218849.0,"C. K. Cooper & Company, Inc."
TMS,114,0.9385964912280702,0.8130841121495327,(0.873589088036728+0j),399,27826730.0,Mitsubishi UFJ Morgan Stanley Securities Company Limited
MONTSEC,261,0.9042145593869731,0.8432203389830508,(0.8731850361061472+0j),2,25232400.0,Banc of America Securities
NAEEM,21,0.9047619047619048,0.8421052631578947,(0.8728715609439696+0j),2289,54077959.0,Naeem Holding
ELEVEN,21,0.9047619047619048,0.8421052631578947,(0.8728715609439696+0j),3293,408407123.0,Eleven Financial Research
FRASERMC,21,1.0,0.7619047619047619,(0.8728715609439694+0j),23,25217700.0,Fraser Mackenzie Limited
BUCK,75,0.92,0.8260869565217391,(0.8717797887081348+0j),64,3457057.0,Buckingham Research Group Inc.
JESUPLAM,25,0.88,0.8636363636363636,(0.8717797887081348+0j),91,25228709.0,Jesup & Lamont Securities Corporation
HARRISNC,25,0.96,0.7916666666666666,(0.8717797887081347+0j),322,39404300.0,Wellington West Capital Markets Inc.
BARREN,25,1.0,0.76,(0.8717797887081347+0j),3636,706430982.0,Barrenjoey Markets Pty Limited
ENAM,83,0.9036144578313253,0.84,(0.8712268043272735+0j),631,38887246.0,Axis Capital Limited
JENNCAP,29,1.0,0.7586206896551724,(0.8709883407113854+0j),220,28628115.0,Jennings Capital Inc.
OCTAGON,29,0.8620689655172413,0.88,(0.8709883407113854+0j),36,25217999.0,Octagon Capital Corporation
KAKUMARU,29,1.0,0.7586206896551724,(0.8709883407113854+0j),865,39855675.0,Mizuho Investors Securities Co. Ltd.
GUGGEL,91,0.9340659340659341,0.8117647058823529,(0.8707707839849465+0j),2538,100488882.0,"Guggenheim Securities, LLC"
DKB,66,0.8636363636363636,0.8771929824561403,(0.8703882797784892+0j),6,25232411.0,Dresdner Kleinwort
ARBUTHNO,41,0.9512195121951219,0.7948717948717948,(0.8695387058524823+0j),466,26522879.0,Arbuthnot Securities Limited
WOODGUND,179,0.8324022346368715,0.9060402684563759,(0.868441099979773+0j),567,36593470.0,CIBC Capital Markets
DEACON,122,0.8688524590163934,0.8679245283018868,(0.8683883697146904+0j),241,34030104.0,Eight Capital
WOLFE,69,0.9420289855072463,0.8,(0.8681147322824311+0j),2057,52490906.0,"Wolfe Research, LLC."
SEAMICO,28,0.9642857142857143,0.7777777777777778,(0.8660254037844387+0j),994,28441407.0,KT Zmico Research
LBBW,44,0.8181818181818182,0.9166666666666666,(0.8660254037844387+0j),392,38835515.0,Landesbank Baden-Wuerttemberg Equity and Fixed Income Research
FORSYTH,20,0.9,0.8333333333333334,(0.8660254037844387+0j),249,34975833.0,Forsyth Barr Group Ltd.
TDSI,136,0.9411764705882353,0.796875,(0.8660254037844387+0j),1325,40273256.0,TD Securities
HOAK,12,0.9166666666666666,0.8181818181818182,(0.8660254037844387+0j),723,39927468.0,"Hoak, Breedlove, Wesneski & Co."
DBSFJ,68,0.9264705882352942,0.8095238095238095,(0.8660254037844387+0j),5,25232408.0,Deutsche Bank
IIIR,64,0.921875,0.8135593220338984,(0.8660254037844386+0j),252,20385895.0,Independent International Investment Research
NCBCAP,8,1.0,0.75,(0.8660254037844386+0j),2508,79350569.0,SNB Capital
CORPBANC,8,0.875,0.8571428571428571,(0.8660254037844386+0j),1181,40379254.0,Corp Research SA
SHAJAR,8,1.0,0.75,(0.8660254037844386+0j),2813,153933902.0,Shajar Capital Pakistan (Private) Limited
CFRANOWM,51,0.8627450980392157,0.8636363636363636,(0.8631906158060839+0j),247,12457649.0,CFRA Equity Research
EVERCO,121,0.9586776859504132,0.7758620689655172,(0.8624393618641034+0j),2554,100489358.0,Evercore ISI
CIC,78,0.8205128205128205,0.90625,(0.8623164985025763+0j),574,26522672.0,CIC Market Solutions (ESN)
DESJARD,78,0.9102564102564102,0.8169014084507042,(0.8623164985025762+0j),315,37287245.0,Desjardins Securities Inc.
NOMURA,190,0.8526315789473684,0.8703703703703703,(0.8614553169827759+0j),182,26256400.0,Nomura Securities Co. Ltd.
FINANSET,27,0.8888888888888888,0.8333333333333334,(0.8606629658238705+0j),657,26897565.0,QNB Finansinvest
DLOUHY,27,0.9259259259259259,0.8,(0.8606629658238704+0j),317,37982509.0,Cantor Fitzgerald Canada Corporation
RESEARCH,77,0.8311688311688312,0.890625,(0.8603834844182797+0j),117,26254418.0,Research Capital Corporation
CABOTO,42,0.8571428571428571,0.8611111111111112,(0.8591246929842246+0j),489,30346691.0,Intesa Sanpaolo Equity Research
CARNEGIE,183,0.8579234972677595,0.8598726114649682,(0.8588975014708023+0j),294,26878918.0,Carnegie Investment Bank AB
LAKES,19,1.0,0.7368421052631579,(0.8583950752789521+0j),2952,228576910.0,"Lake Street Capital Markets, LLC"
MONTEGA,19,1.0,0.7368421052631579,(0.8583950752789521+0j),2510,90011135.0,Montega AG
MGASFI,38,0.8947368421052632,0.8235294117647058,(0.8583950752789521+0j),5,25232408.0,Deutsche Bank
AKD,30,0.8666666666666667,0.8461538461538461,(0.8563488385776753+0j),242,34869086.0,AKD Research
ALSTER,15,0.9333333333333333,0.7857142857142857,(0.8563488385776753+0j),1113,40272981.0,SRH AlsterResearch AG
BUTTER,45,0.9111111111111111,0.8048780487804879,(0.8563488385776753+0j),162,26539215.0,Seymour Pierce Limited
GLOBALKW,15,0.8666666666666667,0.8461538461538461,(0.8563488385776753+0j),687,28439686.0,Global Investment House
VSACAP,15,0.8666666666666667,0.8461538461538461,(0.8563488385776753+0j),2858,52056778.0,VSA Capital Limited
PUNK,30,0.8,0.9166666666666666,(0.8563488385776752+0j),38,24255118.0,Ladenburg Thalmann & Company
SUMMCAP,52,0.9230769230769231,0.7916666666666666,(0.8548504142651104+0j),367,26256044.0,Colliers Securities
ABG,89,0.8651685393258427,0.8441558441558441,(0.8545976121261312+0j),229,27826668.0,ABG Sundal Collier
ASK,85,0.8705882352941177,0.8378378378378378,(0.8540560664885429+0j),334,38887194.0,JM Financial Institutional Securities Limited
MACQUARI,436,0.8509174311926605,0.8571428571428571,(0.8540244716430189+0j),833,28954110.0,Macquarie Research
MOTILAFI,96,0.8645833333333334,0.8433734939759037,(0.8539125638299666+0j),277,34100092.0,Motilal Oswal Securities Ltd.
KREDIET,92,0.8695652173913043,0.8375,(0.8533820185387184+0j),787,26631494.0,KBC Securities NV
WHIRELAN,22,0.8636363636363636,0.8421052631578947,(0.8528028654224418+0j),194,26750241.0,WH Ireland Limited
BANKAM,22,0.8636363636363636,0.8421052631578947,(0.8528028654224418+0j),1879,40179581.0,Bank am Bellevue
FIMSECS,22,0.8181818181818182,0.8888888888888888,(0.8528028654224418+0j),654,36419881.0,FIM Investment Research
ZURCHER,44,0.8636363636363636,0.8421052631578947,(0.8528028654224418+0j),1100,39861215.0,Zürcher Kantonalbank
FINNCAP,44,0.9545454545454546,0.7619047619047619,(0.8528028654224417+0j),770,39861074.0,Cavendish
ORIELSEC,80,0.9625,0.7532467532467533,(0.8514693182963201+0j),904,26380148.0,Oriel Securities Ltd.
HERMANN,29,0.9310344827586207,0.7777777777777778,(0.8509629433967631+0j),506,38835502.0,Bankhaus Lampe KG
RHITCHAR,76,0.8552631578947368,0.8461538461538461,(0.8506963092234008+0j),274,32896439.0,Religare Capital Markets
JPMORGAN,416,0.8605769230769231,0.840782122905028,(0.8506219444075567+0j),8,25232432.0,J.P. Morgan
PEREIRE,43,0.8372093023255814,0.8611111111111112,(0.8490761052804039+0j),862,39861078.0,Mirabaud Securities LLP
WEISEL,107,0.9532710280373832,0.7549019607843137,(0.8483078263368192+0j),47,22387142.0,Thomas Weisel Equity Research
FOYILSEC,14,0.8571428571428571,0.8333333333333334,(0.8451542547285166+0j),671,36339637.0,Foyil Securities
LCMMP,21,0.9523809523809523,0.75,(0.8451542547285166+0j),3169,285666253.0,TPICAP Midcap
AGORASEN,7,0.8571428571428571,0.8333333333333334,(0.8451542547285166+0j),451,39856110.0,Agora Senior
EUROPAC,28,0.8571428571428571,0.8333333333333334,(0.8451542547285166+0j),2961,226070701.0,Echelon Wealth Partners Inc.
IDBI,63,0.8571428571428571,0.8333333333333334,(0.8451542547285166+0j),737,32892304.0,IDBI Capital Markets & Securities Ltd.
EUROLAND,7,0.8571428571428571,0.8333333333333334,(0.8451542547285166+0j),643,40126882.0,EuroLand Corporate
EQNET,42,0.9761904761904762,0.7317073170731707,(0.8451542547285165+0j),635,26538717.0,equinet Bank AG (ESN)
CLALEXHK,460,0.8760869565217392,0.8114143920595533,(0.8431308114506262+0j),573,32447338.0,CLSA
CENKSEC,38,0.9736842105263158,0.7297297297297297,(0.8429272304235246+0j),550,39859425.0,Cavendish Historical (Cenkos Securities)
HCWAIN,69,0.8985507246376812,0.7903225806451613,(0.8427009716003844+0j),85,25231031.0,H.C. Wainwright & Co.
BAABANK,31,1.0,0.7096774193548387,(0.842423539174232+0j),2905,204719723.0,Baader Helvea Equity Research
BKFI,175,0.8,0.8857142857142857,(0.841766849294642+0j),510,32950192.0,Batlivala & Karani Securities India Pvt. Ltd.
DANBORS,144,0.8611111111111112,0.8225806451612904,(0.8416254115301732+0j),596,28439069.0,Danske Bank
SPARKCAP,24,0.875,0.8095238095238095,(0.8416254115301731+0j),1112,43506640.0,Spark Capital Advisors(India) Private Limited
MPARTNER,41,0.8048780487804879,0.8787878787878788,(0.8410214463203252+0j),270,34931422.0,M Partners Inc.
ALPHA,17,0.8235294117647058,0.8571428571428571,(0.8401680504168058+0j),458,38888315.0,Alpha Finance Investment Services S.A.
AROS,206,0.8349514563106796,0.8430232558139535,(0.8389776487759558+0j),891,39859508.0,Nordea Markets
IBERS,27,0.8518518518518519,0.8260869565217391,(0.8388704928078611+0j),248,29227203.0,Banco de Sabadell. S.A.
SINFRIEK,54,0.8703703703703703,0.8085106382978723,(0.8388704928078611+0j),784,28440592.0,Singer Capital Markets
AKROS,27,0.9259259259259259,0.76,(0.838870492807861+0j),488,28442309.0,Banca Akros S.p.A. (ESN)
FENERGY,27,0.9629629629629629,0.7307692307692307,(0.838870492807861+0j),287,26522612.0,FirstEnergy Capital Corp.
SOGENED,306,0.803921568627451,0.8739837398373984,(0.8382209607764336+0j),999,26339038.0,Societe Generale Cross Asset Research
MACNAB,127,0.8188976377952756,0.8557692307692307,(0.8371304567239225+0j),4,25232407.0,Credit Suisse
MANDIRI,40,0.8,0.875,(0.8366600265340756+0j),954,28458221.0,PT Mandiri Sekuritas
GROWTHEQ,10,0.9,0.7777777777777778,(0.8366600265340756+0j),1953,52511713.0,Growth Equities & Company Research
PRIMEUAE,20,0.85,0.8235294117647058,(0.8366600265340756+0j),944,40401335.0,Prime Research
CROWELL,10,0.8,0.875,(0.8366600265340756+0j),72,37179882.0,"Crowell, Weedon & Co."
RONEY,10,0.8,0.875,(0.8366600265340756+0j),114,40374081.0,Raymond James & Associates
PARKER,10,1.0,0.7,(0.8366600265340756+0j),916,39830837.0,Parker/Hunter Inc
FORTNED,30,1.0,0.7,(0.8366600265340756+0j),1856,26763321.0,ABN AMRO Bank N.V.
AVIORRES,30,0.7666666666666667,0.9130434782608695,(0.8366600265340756+0j),1136,40177154.0,Avior Capital Markets
DEXIAB,10,0.8,0.875,(0.8366600265340756+0j),605,30231260.0,Dexia Bank Belgium
BANIFPRI,20,0.8,0.875,(0.8366600265340756+0j),500,40224390.0,Caixa Geral de Depositos (CGD) Securities
AKSEERRD,10,0.8,0.875,(0.8366600265340756+0j),3336,304807341.0,Akseer Research (Pvt.) Limited
CONCAP,10,0.9,0.7777777777777778,(0.8366600265340756+0j),1180,40383278.0,Concorde Capital
CITIONLI,20,0.9,0.7777777777777778,(0.8366600265340756+0j),571,39861002.0,"COL Financial Group, Inc"
LARRAIN,20,0.75,0.9333333333333333,(0.8366600265340755+0j),1242,40311608.0,LarrainVial S.A.
PETERCAM,33,0.8181818181818182,0.8518518518518519,(0.834847109936722+0j),924,26750763.0,Degroof Petercam
SANINVLC,115,0.7739130434782608,0.898876404494382,(0.834057656228299+0j),429,26338709.0,Santander
FRCLAYSC,475,0.9178947368421052,0.7568807339449541,(0.8335087534664907+0j),9,8280347.0,Barclays
CSFBFJ,101,0.8613861386138614,0.8045977011494253,(0.8325078419634815+0j),4,25232407.0,Credit Suisse
TAYLORAA,26,0.8076923076923077,0.8571428571428571,(0.8320502943378437+0j),1042,39831144.0,Taylor Collison Limited
SMEETSCO,13,0.8461538461538461,0.8181818181818182,(0.8320502943378437+0j),600,26750606.0,Delta Lloyd Securities N.V.
BRAC,13,0.8461538461538461,0.8181818181818182,(0.8320502943378437+0j),1404,28458575.0,BRAC EPL Stock Brokerage Ltd
RAYMONDJ,13,0.8461538461538461,0.8181818181818182,(0.8320502943378437+0j),915,39927360.0,Park Raymond James Securities - Turkey
ZOETE,396,0.803030303030303,0.8616352201257862,(0.8318168018976245+0j),4,25232407.0,Credit Suisse
KRC,81,0.8395061728395061,0.8235294117647058,(0.831479419283098+0j),231,34480052.0,K.R. Choksey Shares & Securities Private Ltd.
WILSONAA,55,0.8,0.8636363636363636,(0.8312094145936335+0j),1092,40273631.0,Wilsons Advisory and Stockbroking Ltd.
IMTRUST,29,0.7586206896551724,0.9090909090909091,(0.8304547985373997+0j),1654,50197637.0,CrediCorp Capital
FAHN,215,0.8930232558139535,0.7708333333333334,(0.8296819228012962+0j),108,25231783.0,Oppenheimer & Co. Inc.
NCBSTOCK,32,0.8125,0.8461538461538461,(0.82915619758885+0j),161,27826560.0,NCB Stockbrokers
BURNS,223,0.8699551569506726,0.788659793814433,(0.8283107235262139+0j),228,25218639.0,BMO Capital Markets Equity Research
HANWEST,35,0.9142857142857143,0.75,(0.828078671210825+0j),137,26379916.0,Stockdale Securities
GARGIULO,19,0.8421052631578947,0.8125,(0.827170191868511+0j),908,26379194.0,Oscar Gruss and Son Inc.
PACGROW,57,0.8596491228070176,0.7959183673469388,(0.827170191868511+0j),111,25217292.0,Pacific Growth Equities
TOPLINE,22,0.8636363636363636,0.7894736842105263,(0.8257228238447706+0j),2697,116586891.0,Topline Securities (Pvt.) Limited
DANFL,44,0.8636363636363636,0.7894736842105263,(0.8257228238447706+0j),957,39859527.0,"PT BRI Danareksa Sekuritas, Research Division"
AFRICA,22,0.7727272727272727,0.8823529411764706,(0.8257228238447705+0j),2075,52984883.0,African Alliance
BBV,47,0.8297872340425532,0.8205128205128205,(0.8251369970070347+0j),349,39860769.0,BBVA Corporate and Investment Bank
AHORRO,25,0.76,0.8947368421052632,(0.8246211251235321+0j),452,29226635.0,Ahorro Corporación
BEAR,363,0.8292011019283747,0.8172757475083057,(0.8232168307397651+0j),311,11873689.0,Bear Stearns Companies Inc.
DAIWAUS,34,0.8823529411764706,0.7666666666666667,(0.8224783208299743+0j),594,39857797.0,Daiwa Securities Co. Ltd.
VIRGINIA,37,0.9459459459459459,0.7142857142857143,(0.8219949365267865+0j),74,25219672.0,Davenport & Company
SOUTH,37,0.7837837837837838,0.8620689655172413,(0.8219949365267865+0j),122,25217667.0,Southwest Securities
PRABHU,98,0.826530612244898,0.8148148148148148,(0.8206518066482898+0j),223,32876627.0,Prabhudas Lilladher Pvt Ltd.
DAIN,98,0.8061224489795918,0.8354430379746836,(0.8206518066482897+0j),115,25231868.0,RBC Capital Markets
MORGNADR,58,0.7758620689655172,0.8666666666666667,(0.820008410385801+0j),11,25232855.0,Morgan Stanley
KIMENGFT,15,0.8666666666666667,0.7692307692307693,(0.816496580927726+0j),799,21992976.0,Maybank Research Pte. Ltd.
GILISSEN,3,1.0,0.6666666666666666,(0.816496580927726+0j),193,26897711.0,Insinger Gillissen
RELIGARE,24,0.9166666666666666,0.7272727272727273,(0.816496580927726+0j),274,32896439.0,Religare Capital Markets
YORKTON,54,0.7962962962962963,0.8372093023255814,(0.816496580927726+0j),833,28954110.0,Macquarie Research
PERELLA,18,0.8333333333333334,0.8,(0.816496580927726+0j),6,25232411.0,Dresdner Kleinwort
CENTRE,18,0.7777777777777778,0.8571428571428571,(0.816496580927726+0j),183,27244947.0,CiG
BRADESCO,39,0.8205128205128205,0.8125,(0.816496580927726+0j),1106,40480403.0,Bradesco S.A. Corretora de Títulos e Valores Mobiliários
GROOFEB,18,1.0,0.6666666666666666,(0.816496580927726+0j),509,26630389.0,Banque Degroof
KOMERC,6,0.8333333333333334,0.8,(0.816496580927726+0j),802,32896632.0,Komercni Banka AS
PLANNER,9,1.0,0.6666666666666666,(0.816496580927726+0j),936,39859674.0,Planner Corretora De Valores S.A.
PACPAR,15,0.9333333333333333,0.7142857142857143,(0.816496580927726+0j),3171,252448196.0,PAC Partners Securities Pty. Ltd.
CLEVELAN,33,0.9696969696969697,0.6875,(0.816496580927726+0j),1177,40229572.0,Cleveland Research Company
DOMMAK,12,0.8333333333333334,0.8,(0.816496580927726+0j),2773,108507790.0,Dom Maklerski Banku BPS S.A.
CARSTONE,9,0.7777777777777778,0.8571428571428571,(0.816496580927726+0j),3007,242395842.0,CardinalStone Partners Limited
MITOSECU,9,0.8888888888888888,0.75,(0.8164965809277259+0j),864,12914339.0,"Mito Securities Research Institute Co., Ltd."
BEACONS,24,0.875,0.7619047619047619,(0.8164965809277259+0j),1151,40177706.0,Beacon Securities Limited
GBCAG,12,0.75,0.8888888888888888,(0.8164965809277259+0j),1205,40173953.0,GBC AG
BMACAP,18,0.8888888888888888,0.75,(0.8164965809277259+0j),524,39862088.0,BMA Capital Management Ltd.
ISEC,92,0.8260869565217391,0.8026315789473685,(0.8142748174055671+0j),736,38836984.0,ICICI Securities Ltd.
RAYMOND,192,0.828125,0.7987421383647799,(0.813300887330964+0j),114,40374081.0,Raymond James & Associates
EVLI,38,0.8157894736842105,0.8064516129032258,(0.8111071056538127+0j),306,36373357.0,Evli Bank plc
DMGEUR,318,0.7452830188679245,0.8818565400843882,(0.8106988987302965+0j),5,25232408.0,Deutsche Bank
BANKVONT,67,0.8208955223880597,0.8,(0.8103804155521329+0j),203,26750107.0,Bank Vontobel AG
CANTORS,32,0.84375,0.7777777777777778,(0.8100925873009825+0j),2881,217864066.0,Cantor Fitzgerald Europe
FIRSTALB,78,0.7564102564102564,0.864406779661017,(0.8086075400626399+0j),54,7505182.0,"Gleacher & Company, Inc."
SBCIFS,72,0.8611111111111112,0.7580645161290323,(0.8079466429027214+0j),12,25232862.0,UBS Investment Bank
BAILLIEU,23,0.9130434782608695,0.7142857142857143,(0.8075728530872482+0j),617,38834823.0,EL&C Baillieu
MKMPARTN,43,0.8837209302325582,0.7368421052631579,(0.806946584785929+0j),400,40334090.0,MKM Partners LLC
OLDE,40,0.725,0.896551724137931,(0.8062257748298549+0j),707,39859543.0,"H&R Block Financial Advisors, Inc."
NOMURAEU,154,0.9675324675324676,0.6711409395973155,(0.8058229640253803+0j),182,26256400.0,Nomura Securities Co. Ltd.
ENSKILSS,165,0.7272727272727273,0.8916666666666667,(0.8052855695247795+0j),260,26879261.0,SEB
IISPL,17,0.7647058823529411,0.8461538461538461,(0.8043996665398436+0j),2328,59365853.0,Ismail Iqbal Securities (Pvt.) Ltd.
CORPSYNG,31,0.8064516129032258,0.8,(0.8032193289024988+0j),275,32505930.0,Blue Oar Securities
NOMURAUS,138,0.8623188405797102,0.7478991596638656,(0.8030738049717997+0j),182,26256400.0,Nomura Securities Co. Ltd.
INTERFIP,14,0.7857142857142857,0.8181818181818182,(0.8017837257372732+0j),554,39835867.0,Inteligo SAB
FCINDIA,14,0.7857142857142857,0.8181818181818182,(0.8017837257372732+0j),1937,52420954.0,FirstCall Research
MGASFP,14,0.8571428571428571,0.75,(0.8017837257372731+0j),5,25232408.0,Deutsche Bank
HUATAI,25,0.92,0.6956521739130435,(0.8+0j),729,39857626.0,Huatai Research
EXECUTE,127,0.8031496062992126,0.7941176470588235,(0.7986208584745024+0j),370,40255786.0,Haitong Bank S.A.
SEKER,11,0.8181818181818182,0.7777777777777778,(0.7977240352174657+0j),2547,40176005.0,Seker Yatirim Menkul Degerler A.S.
ATLANEQU,44,0.9772727272727273,0.6511627906976745,(0.7977240352174657+0j),476,12666186.0,Atlantic Equities LLP
CICEGYPT,33,0.7878787878787878,0.8076923076923077,(0.7977240352174657+0j),1224,40173857.0,CI Capital Research
HOWARD,33,0.8181818181818182,0.7777777777777778,(0.7977240352174657+0j),725,38444827.0,Scotia Howard Weil
KOOIJMAN,22,0.8181818181818182,0.7777777777777778,(0.7977240352174657+0j),1020,26750647.0,NIBC Bank N.V. (ESN)
ALLARIA,11,0.8181818181818182,0.7777777777777778,(0.7977240352174657+0j),1125,40179165.0,Allaria Ledesma & Cia Sociedad de Bolsa S.A.
SINARMAS,11,0.8181818181818182,0.7777777777777778,(0.7977240352174657+0j),2835,204945398.0,PT Sinarmas Sekuritas
BACHE,176,0.7613636363636364,0.835820895522388,(0.7977240352174656+0j),408,39861700.0,"Prudential Equity Group, LLC"
CAPELEUR,426,0.7629107981220657,0.8307692307692308,(0.796117338651413+0j),383,26269629.0,HSBC
COMMERBK,161,0.7267080745341615,0.8717948717948718,(0.7959524939786341+0j),330,26522887.0,Commerzbank AG
OPPENGER,79,0.810126582278481,0.78125,(0.7955572841757301+0j),903,39856959.0,Oppenheim Research GMBH
CLEARY,46,0.8478260869565217,0.7435897435897436,(0.7939992333804207+0j),1061,39861339.0,Tucker Anthony Sutro Capital Markets
OYAKSEC,27,0.7777777777777778,0.8095238095238095,(0.7934920476158722+0j),273,26897648.0,OYAK Yatirim Menkul Degerler A.S.
AMRO,391,0.7468030690537084,0.839041095890411,(0.7915797278058261+0j),159,26257109.0,NWM Strategy
GENESIS,16,0.75,0.8333333333333334,(0.7905694150420949+0j),1542,43605039.0,JWGenesis Financial Corp.
WARKS,40,0.75,0.8333333333333334,(0.7905694150420949+0j),5,25232408.0,Deutsche Bank
CHARTHSE,271,0.6863468634686347,0.9086021505376344,(0.7896937610000231+0j),324,26257802.0,ING Groep NV
BBY,45,0.7111111111111111,0.875,(0.7888106377466154+0j),350,28954267.0,APP Securities Pty Ltd.
BAHANAFL,66,0.8787878787878788,0.7068965517241379,(0.7881701093115122+0j),953,39861112.0,PT Bahana Securities
ATA,29,0.7931034482758621,0.782608695652174,(0.7878385971583354+0j),340,26897483.0,Ata Invest
PHAROS,29,0.9655172413793104,0.6428571428571429,(0.7878385971583354+0j),1736,50278027.0,Pharos Research
NEXTGENE,21,0.8571428571428571,0.7222222222222222,(0.7867957924694431+0j),156,26630947.0,Next Generation Equity Research
OPPEN,216,0.8101851851851852,0.76,(0.7846914939903075+0j),567,36593470.0,CIBC Capital Markets
ARMSEC,13,0.7692307692307693,0.8,(0.7844645405527361+0j),2816,75894607.0,ARM Research
CDC,101,0.8316831683168316,0.7380952380952381,(0.7834930670648043+0j),2326,40133116.0,Natixis S.A.
JPINVEST,163,0.7914110429447853,0.7751937984496124,(0.7832604499879574+0j),2302,112873178.0,Haitong International Research Limited
ABSA,18,0.7222222222222222,0.8461538461538461,(0.7817359599705717+0j),1859,,Absa Bank Limited
CENTRO,18,0.9444444444444444,0.6470588235294118,(0.7817359599705715+0j),553,28442883.0,ICBPI
PUTLOVE,23,0.8695652173913043,0.7,(0.7801894976054939+0j),960,39861496.0,Putnam Lovell NBF Securities
BEESON,97,0.7422680412371134,0.8194444444444444,(0.7799021878930795+0j),160,26379978.0,Evolution Securities
PARIBAFJ,33,0.8181818181818182,0.7407407407407407,(0.778498944161523+0j),352,28401267.0,BNP Paribas Securities (Asia)
COMMSEC,38,0.7631578947368421,0.7931034482758621,(0.7779866052154992+0j),2540,54625394.0,Commonwealth Bank of Australia
JOHNSON,25,0.68,0.8823529411764706,(0.7745966692414834+0j),178,26256862.0,Wachovia Securities
ARKEONFR,15,0.9333333333333333,0.6428571428571429,(0.7745966692414834+0j),468,39861132.0,Arkeon Finance
SHAWAA,40,0.9,0.6666666666666666,(0.7745966692414834+0j),1002,39858242.0,Shaw and Partners Limited
ECZAET,20,0.75,0.8,(0.7745966692414833+0j),621,26897533.0,Eczacibasi Securities
IJGPTY,5,0.8,0.75,(0.7745966692414833+0j),756,28440500.0,IJG Securities (Pty) Ltd
STERNE,105,0.9047619047619048,0.6631578947368421,(0.7745966692414833+0j),1029,26379151.0,Sterne Agee & Leach
VCSC,55,0.8363636363636363,0.717391304347826,(0.7745966692414833+0j),1779,50233720.0,Viet Capital Securities Joint Stock Company
KGIFT,40,0.725,0.8275862068965517,(0.7745966692414833+0j),796,28440676.0,KGI Securities Co. Ltd.
IBERIA,10,0.8,0.75,(0.7745966692414833+0j),2763,112039573.0,Iberia Capital Partners
POTTER,147,0.7210884353741497,0.8301886792452831,(0.773717943298663+0j),12,25232862.0,UBS Investment Bank
WARFI,62,0.7419354838709677,0.8043478260869565,(0.7725116138598741+0j),12,25232862.0,UBS Investment Bank
SANDLER,64,0.90625,0.6551724137931034,(0.7705517503711221+0j),119,25218138.0,Sandler O'Neill
BNPFS,54,0.8518518518518519,0.6956521739130435,(0.769800358919501+0j),352,28401267.0,BNP Paribas Securities (Asia)
NOMURAFH,301,0.813953488372093,0.726530612244898,(0.7690007322791358+0j),182,26256400.0,Nomura Securities Co. Ltd.
CICC,286,0.8531468531468531,0.6926229508196722,(0.7687061147858073+0j),564,39857650.0,China International Capital Corporation Limited
CIMBFM,312,0.8237179487179487,0.7159533073929961,(0.7679476477883045+0j),568,36276164.0,CGS International
SWEDBANK,73,0.726027397260274,0.8113207547169812,(0.7674901275524076+0j),167,26897435.0,Swedbank Large Corporates & Institutions
BRASCAN,17,0.7058823529411765,0.8333333333333334,(0.7669649888473704+0j),494,39861959.0,Banco Brascan S.A.
SVENSKA,142,0.7253521126760564,0.8058252427184466,(0.7645306025618079+0j),711,26879281.0,Handelsbanken Capital Markets
FATOR,36,0.7222222222222222,0.8076923076923077,(0.7637626158259734+0j),649,39829766.0,Fator Corretora
BROWNBRO,36,0.6666666666666666,0.875,(0.7637626158259734+0j),63,25229855.0,Brown Brothers Harriman
SUTRO,24,0.75,0.7777777777777778,(0.7637626158259733+0j),1037,39836666.0,"Sutro & Co., Inc."
CHICAGO,110,0.8,0.7272727272727273,(0.7627700713964739+0j),159,26257109.0,NWM Strategy
HELLENIC,19,0.7368421052631579,0.7857142857142857,(0.7608859102526822+0j),841,12869324.0,Optima bank (ESN)
UNIBANCO,26,0.7307692307692307,0.7894736842105263,(0.75955452531275+0j),758,39925887.0,Itau BBA
BOENNING,26,0.9615384615384616,0.6,(0.75955452531275+0j),142,26878607.0,"Boenning & Scattergood, Inc."
FOXPITT,85,0.9529411764705882,0.6049382716049383,(0.7592566023652966+0j),331,26254230.0,Fox-Pitt Kelton Cochran Caronia Waller
FURMAN,125,0.776,0.7422680412371134,(0.7589466384404111+0j),324,26257802.0,ING Groep NV
POINT,33,0.8484848484848485,0.6785714285714286,(0.7587869106393281+0j),2700,100060737.0,"Compass Point Research & Trading, LLC"
CHEVREUX,240,0.7333333333333333,0.7840909090909091,(0.758287544405155+0j),588,26257395.0,CA Cheuvreux
COLLINS,47,0.9574468085106383,0.6,(0.7579367289598671+0j),2317,54555618.0,Collins Stewart plc
ALEX,117,0.6837606837606838,0.8375,(0.7567361314550618+0j),5,25232408.0,Deutsche Bank
KLEINEUR,257,0.6653696498054474,0.8596491228070176,(0.7562965263689007+0j),6,25232411.0,Dresdner Kleinwort
