IBES_NAME,total_valid_record,confidence_on_density,confidence_on_distance,overall_confidence,choice,companyid,brokername
SPASIA,42,0.7857142857142857,0.7272727272727273,(0.7559289460184545+0j),247,12457649.0,CFRA Equity Research
AFRIFSEC,21,0.7619047619047619,0.75,(0.7559289460184544+0j),448,38887632.0,Afrifocus Securities (Pty) Ltd.
KITFIN,7,0.8571428571428571,0.6666666666666666,(0.7559289460184544+0j),2371,62105230.0,TKB Capital
FSIGHT,21,0.7142857142857143,0.8,(0.7559289460184544+0j),1808,51274577.0,MA Moelis Australia Securities Pty Ltd
PIERSHEL,86,0.6744186046511628,0.8448275862068966,(0.7548294124240689+0j),667,40483452.0,BNP Paribas Fortis
BNPFH,253,0.7944664031620553,0.7164179104477612,(0.7544335361543177+0j),352,28401267.0,BNP Paribas Securities (Asia)
WARFT,53,0.7169811320754716,0.7894736842105263,(0.7523547938632787+0j),12,25232862.0,UBS Investment Bank
HISPANO,76,0.6710526315789473,0.8431372549019608,(0.7521897856819185+0j),2295,54544813.0,Banco Santander
CSTANLEY,23,0.782608695652174,0.7222222222222222,(0.7518094115561124+0j),561,26630341.0,Charles Stanley & Co. Ltd.
ADAMS,55,0.8727272727272727,0.6458333333333334,(0.7507571935295483+0j),1122,11452286.0,Adams Harkness
WARFM,55,0.7636363636363637,0.7380952380952381,(0.7507571935295483+0j),12,25232862.0,UBS Investment Bank
REFCO,64,0.71875,0.782608695652174,(0.75+0j),834,32949158.0,PhillipCapital (India)
SSANG,130,0.9,0.6239316239316239,(0.7493587001820033+0j),696,39855577.0,Shinhan Investment Corp.
TAIFOOK,52,0.7692307692307693,0.725,(0.7467879938056768+0j),239,12930931.0,Haitong International Research Limited (Inactive)
KEMPEN,63,0.6507936507936508,0.8536585365853658,(0.7453559924999299+0j),292,26763306.0,Kempen & Co. NV
SCOAST,63,0.6666666666666666,0.8333333333333334,(0.7453559924999299+0j),185,26763341.0,"Capital One Securities, Inc."
METZLER,36,0.6666666666666666,0.8333333333333334,(0.7453559924999299+0j),855,12869253.0,Metzler Equities
EQUITSEC,36,0.75,0.7407407407407407,(0.7453559924999298+0j),1322,43604166.0,SunTrust Equitable Securities
CJIANG,92,0.8913043478260869,0.6219512195121951,(0.7445453821540742+0j),559,40126284.0,Changjiang Securities Co. LTD.
HAUCKA,38,0.9210526315789473,0.6,(0.7433919416750281+0j),1957,40309454.0,Hauck Aufhäuser Investment Banking
GUODO,29,0.9655172413793104,0.5714285714285714,(0.7427813527082073+0j),703,39856056.0,Guodu Securities Co.
PKSECUR,20,0.75,0.7333333333333333,(0.7416198487095662+0j),913,28441129.0,NBG Securities S.A.
CSFBFH,393,0.7506361323155216,0.7322033898305085,(0.7413624758582587+0j),4,25232407.0,Credit Suisse
LADENBRG,42,0.6428571428571429,0.8518518518518519,(0.7400128699009549+0j),38,24255118.0,Ladenburg Thalmann & Company
DLJ,106,0.8773584905660378,0.6236559139784946,(0.7397092748646286+0j),611,40126759.0,"Donaldson, Lufkin & Jenrette Securities Corp."
PACCREST,53,0.9056603773584906,0.6041666666666666,(0.7397092748646286+0j),110,25228802.0,Pacific Crest
OHMAN,33,0.8181818181818182,0.6666666666666666,(0.7385489458759964+0j),157,26879310.0,Pareto Öhman
UFJCM,33,0.9696969696969697,0.5625,(0.7385489458759964+0j),1338,44303432.0,Ufj Tsubasa Research Institute
HCISTANB,22,0.7272727272727273,0.75,(0.7385489458759964+0j),625,32893799.0,Burgan Securities
SBCIFL,46,0.717391304347826,0.7575757575757576,(0.7372097807744856+0j),12,25232862.0,UBS Investment Bank
DAIWAFA,35,0.8571428571428571,0.6333333333333333,(0.7367883976130072+0j),594,39857797.0,Daiwa Securities Co. Ltd.
GESFINC,26,0.8076923076923077,0.6666666666666666,(0.7337993857053429+0j),641,28439337.0,Espírito Santo Research
CAIB,13,0.7692307692307693,0.7,(0.7337993857053428+0j),511,27145387.0,UniCredit Research
WEREJB,69,0.8405797101449275,0.6379310344827587,(0.7322785563281031+0j),693,39862029.0,Goldman Sachs & Partners Australia Pty Ltd
FGS,56,0.6964285714285714,0.7692307692307693,(0.7319250547113998+0j),200,29094954.0,First Global Stockbroking (P) Ltd.
BAIN,92,0.717391304347826,0.7424242424242424,(0.7298004491997616+0j),5,25232408.0,Deutsche Bank
KHANDWA,17,0.7647058823529411,0.6923076923076923,(0.7276068751089989+0j),301,34176271.0,Khandwala Securities Ltd.
SHUAA,17,0.7647058823529411,0.6923076923076923,(0.7276068751089989+0j),1007,28441541.0,SHUAA Capital p.s.c.
DBSFL,19,0.8421052631578947,0.625,(0.7254762501100117+0j),265,29898027.0,DBS Vickers Research
WISE,21,0.9047619047619048,0.5789473684210527,(0.7237468644557459+0j),136,26522986.0,Nplus1 Brewin
FCAPSEC,21,0.8571428571428571,0.6111111111111112,(0.7237468644557459+0j),660,40126536.0,First Capital Securities Co. LTD.
BOENAT,46,0.8043478260869565,0.6486486486486487,(0.7223151185146153+0j),877,39860282.0,Nedbank Corporate and Investment Bank
FIRSTASA,23,0.782608695652174,0.6666666666666666,(0.7223151185146153+0j),323,33444311.0,Swedbank Norway
DALY,23,0.6521739130434783,0.8,(0.7223151185146152+0j),383,26269629.0,HSBC
SIMMONS,25,0.96,0.5416666666666666,(0.7211102550927978+0j),1009,30141687.0,Simmons & Company International
GRUNTAL,27,0.6666666666666666,0.7777777777777778,(0.7200822998230956+0j),701,39928028.0,Gruntal & Co
HONGYUAN,56,0.9285714285714286,0.5576923076923077,(0.7196229171289243+0j),724,39859464.0,Shenwan Hongyuan Securities
SAIGON,33,0.9696969696969697,0.53125,(0.7177405625652735+0j),982,28441376.0,SSI Securities Corporation
UNITEDSE,169,0.8520710059171598,0.6041666666666666,(0.7174906963914472+0j),729,39857626.0,Huatai Research
DIRFH,167,0.7305389221556886,0.6967213114754098,(0.7134297694434567+0j),594,39857797.0,Daiwa Securities Co. Ltd.
PING,148,0.8716216216216216,0.5813953488372093,(0.7118684968143744+0j),931,39835808.0,Ping An Securities Co. Ltd.
LEHMAN,426,0.7511737089201878,0.66875,(0.7087647126094636+0j),1393,25232764.0,Lehman Brothers Holdings Inc.
INTERCAM,8,0.625,0.8,(0.7071067811865476+0j),3140,266715164.0,Intercam Casa de Bolsa S.A. de C.V.
JLROSS,34,0.6470588235294118,0.7727272727272727,(0.7071067811865476+0j),1233,43604036.0,"Josephthal & Co., Inc."
KINNARD,20,0.7,0.7142857142857143,(0.7071067811865476+0j),148,25231714.0,Miller Johnson Steichen Kinnard
INSING,10,0.6,0.8333333333333334,(0.7071067811865476+0j),188,26763334.0,Bank Insinger de Beaufort
CHARLESS,22,0.9545454545454546,0.5238095238095238,(0.7071067811865476+0j),2065,39835451.0,Charles Stanley Securities
ACCIVAL,8,0.625,0.8,(0.7071067811865476+0j),3,25232403.0,Citigroup Inc
STROEVE,16,0.625,0.8,(0.7071067811865476+0j),193,26897711.0,Insinger Gillissen
HANSA,10,1.0,0.5,(0.7071067811865476+0j),713,40309695.0,Swedbank AS
LOEWEN,42,0.6666666666666666,0.75,(0.7071067811865475+0j),826,39860498.0,Loewen Ondaatje McCutcheon Limited
IMPERCAP,36,0.6666666666666666,0.75,(0.7071067811865475+0j),88,25231157.0,Imperial Capital
BIRLA,38,0.7368421052631579,0.6785714285714286,(0.7071067811865475+0j),530,40178444.0,Brics Securities Limited
CLARKY,18,0.6666666666666666,0.75,(0.7071067811865475+0j),2740,131744800.0,Clarksons Platou Securities
INVERSIO,4,0.75,0.6666666666666666,(0.7071067811865475+0j),1225,44234090.0,"InterBolsa S.A., Sociedad Comisionista de Bolsa"
CRTCAP,49,1.0,0.4897959183673469,(0.6998542122237652+0j),591,38986041.0,CRT Capital Group
SOUTHCRS,58,0.7413793103448276,0.6511627906976745,(0.6948083337796512+0j),262,35125305.0,Bell Potter
SBCWFP,29,0.6896551724137931,0.7,(0.6948083337796512+0j),12,25232862.0,UBS Investment Bank
PICTETBR,25,0.76,0.631578947368421,(0.6928203230275508+0j),190,27244584.0,Helvea SA
OPATRON,21,0.8095238095238095,0.5882352941176471,(0.6900655593423543+0j),906,39859168.0,Oriental Patron Securities Limited
FZENOVEC,84,0.9642857142857143,0.49382716049382713,(0.6900655593423543+0j),264,26269949.0,JPMorgan Cazenove Limited
TEATHER,63,0.7301587301587301,0.6521739130434783,(0.6900655593423543+0j),201,26749954.0,Teathers Limited
DIRFS,38,0.7105263157894737,0.6666666666666666,(0.6882472016116853+0j),594,39857797.0,Daiwa Securities Co. Ltd.
PANMURE,152,0.6052631578947368,0.782608695652174,(0.6882472016116853+0j),326,26257503.0,WestLB AG
RAYEURO,19,0.8947368421052632,0.5294117647058824,(0.6882472016116853+0j),1574,20961658.0,Raymond James Euro Equities
FRIEDMAN,224,0.7678571428571429,0.6162790697674418,(0.6879057244377936+0j),24,12461032.0,FBR Capital Markets & Co.
MGASFH,136,0.6911764705882353,0.6808510638297872,(0.6859943405700353+0j),5,25232408.0,Deutsche Bank
JBCAP,17,0.5882352941176471,0.8,(0.6859943405700353+0j),3107,223126696.0,JB Capital Markets
NATIONFA,81,0.7901234567901234,0.59375,(0.6849348892187751+0j),1012,39832314.0,SinoPac Securities Investment Service
GUOY,32,0.90625,0.5172413793103449,(0.6846531968814578+0j),706,38888001.0,"Guoyuan Securities Co., Ltd."
TRIDOM,15,0.6666666666666666,0.7,(0.6831300510639733+0j),1924,40330685.0,Trigon Dom Maklerski S.A.
VOTORAN,15,0.7333333333333333,0.6363636363636364,(0.6831300510639732+0j),3095,223315471.0,Votorantim Corretora de Títulos
BJM,45,0.7111111111111111,0.65625,(0.6831300510639732+0j),521,29000852.0,Rencap Securities (Pty) Limited
INVSECUR,15,0.7333333333333333,0.6363636363636364,(0.6831300510639732+0j),2817,183633197.0,Invest Securities
TEB,15,0.7333333333333333,0.6363636363636364,(0.6831300510639732+0j),1063,32894303.0,TEB Investment Research
ARCTIC,28,0.6785714285714286,0.6842105263157895,(0.681385143869247+0j),2310,58973964.0,Arctic Securities ASA
INDUS,147,0.8163265306122449,0.5666666666666667,(0.6801360408136048+0j),745,38835119.0,Industrial Securities Co. Ltd.
MCINTOSH,13,0.6923076923076923,0.6666666666666666,(0.6793662204867574+0j),10,20921390.0,BofA Global Research
MELLO,13,0.6153846153846154,0.75,(0.6793662204867574+0j),1258,40382047.0,Millennium BCP
DDTAA,13,0.6153846153846154,0.75,(0.6793662204867574+0j),1052,28954167.0,"Tolhurst Noall Group, Ltd."
EUROXX,13,0.6153846153846154,0.75,(0.6793662204867574+0j),1193,40401030.0,Euroxx Securities
EBRIGHT,204,0.7745098039215687,0.5949367088607594,(0.6788109558083827+0j),645,28439398.0,Everbright Securities Co. Ltd.
HAGSTRM,24,0.6666666666666666,0.6875,(0.67700320038633+0j),727,26897468.0,HQ Bankaktiebolag
CMCHANT,107,0.8130841121495327,0.5632183908045977,(0.6767155423319645+0j),359,39860944.0,China Merchants Securities Co. Ltd.
KIMENG,213,0.7699530516431925,0.5914634146341463,(0.6748326170487493+0j),799,21992976.0,Maybank Research Pte. Ltd.
SIGMA,11,0.7272727272727273,0.625,(0.6741998624632421+0j),2833,182229622.0,SIGMA Capital Securities
KASB,22,0.8636363636363636,0.5263157894736842,(0.674199862463242+0j),783,32896459.0,BIPL Securities Limited
MABON,84,0.5476190476190477,0.8260869565217391,(0.6725927091345493+0j),150,26266619.0,"Rodman & Renshaw, LLC"
POLARIS,42,0.8095238095238095,0.5588235294117647,(0.6725927091345493+0j),937,39926426.0,Polaris Securities Co. Ltd.
SARASIN,20,0.7,0.6428571428571429,(0.6708203932499369+0j),505,28438603.0,Bank J. Safra Sarasin
MASTERFA,65,0.7384615384615385,0.6041666666666666,(0.6679474875720741+0j),843,39836513.0,Masterlink Securities Corp.
SAMSNGFK,146,0.7534246575342466,0.5909090909090909,(0.6672371987921947+0j),984,39833623.0,Samsung Securities Co. Ltd.
BANKMOS,9,0.8888888888888888,0.5,(0.6666666666666667+0j),2399,78408369.0,Bank of Moscow
DAHLROSE,27,0.8518518518518519,0.5217391304347826,(0.6666666666666666+0j),303,35918129.0,Cowen Securities LLC
MGASFC,54,0.7407407407407407,0.6,(0.6666666666666666+0j),5,25232408.0,Deutsche Bank
LEONARDO,18,0.9444444444444444,0.47058823529411764,(0.6666666666666666+0j),490,30346766.0,Banca Leonardo
DAVIS,9,0.7777777777777778,0.5714285714285714,(0.6666666666666666+0j),48,12960919.0,"Thompson, Davis & Company"
GBM,9,0.5555555555555556,0.8,(0.6666666666666666+0j),1207,40276508.0,"GBM Grupo Bursátil Mexicano, S.A. de C.V. Casa de Bolsa"
WORLDSEC,201,0.5970149253731343,0.7416666666666667,(0.6654217231588861+0j),1071,38888173.0,UOB Kay Hian Research Pte Ltd
GUDME,16,0.625,0.7,(0.6614378277661477+0j),728,39859329.0,Gudme Raaschou Bank A/S
CLUSA,80,0.8625,0.5072463768115942,(0.6614378277661476+0j),68,25228522.0,Credit Agricole Securities (USA) Inc.
GOH,108,0.6666666666666666,0.6527777777777778,(0.6596856715021066+0j),568,36276164.0,CGS International
SEAPFH,69,0.6956521739130435,0.625,(0.6593804733957871+0j),796,28440676.0,KGI Securities Co. Ltd.
HANIFEN,23,0.5652173913043478,0.7692307692307693,(0.659380473395787+0j),124,9532654.0,Stifel
RYANBECK,51,0.6078431372549019,0.7096774193548387,(0.6567895774291853+0j),41,25218202.0,Ryan Beck & Co.
DMGFK,35,0.8285714285714286,0.5172413793103449,(0.6546536707079772+0j),5,25232408.0,Deutsche Bank
SEAST,14,0.6428571428571429,0.6666666666666666,(0.6546536707079772+0j),619,39926797.0,"EarlyBirdCapital, Inc."
PEREGFL,21,0.7619047619047619,0.5625,(0.6546536707079771+0j),352,28401267.0,BNP Paribas Securities (Asia)
DMGLAT,40,0.65,0.6538461538461539,(0.6519202405202649+0j),5,25232408.0,Deutsche Bank
SYSTEM,40,0.725,0.5862068965517241,(0.6519202405202648+0j),2033,52512722.0,Systematix Shares & Stocks (I) Ltd.
WESTLB,26,0.6153846153846154,0.6875,(0.6504436355879909+0j),326,26257503.0,WestLB AG
SSKI,57,0.6140350877192983,0.6857142857142857,(0.6488856845230502+0j),981,38887213.0,DAM Capital Advisors
TAIHEIYO,19,0.7894736842105263,0.5333333333333333,(0.6488856845230502+0j),1338,44303432.0,Ufj Tsubasa Research Institute
MITCH,103,0.6116504854368932,0.6825396825396826,(0.6461236167757218+0j),12,25232862.0,UBS Investment Bank
BCSLTD,12,0.6666666666666666,0.625,(0.6454972243679028+0j),2406,62103775.0,BCS Global Markets
MIRAE,84,0.8214285714285714,0.5072463768115942,(0.6454972243679028+0j),863,39860868.0,"Mirae Asset Securities Co., Ltd. (Pre-Merger)"
KBCCEE,24,1.0,0.4166666666666667,(0.6454972243679028+0j),788,39836314.0,KBC Securities- CEE Research
DAIWAFK,34,0.8235294117647058,0.5,(0.641688947919748+0j),594,39857797.0,Daiwa Securities Co. Ltd.
PETERSCO,17,0.5882352941176471,0.7,(0.6416889479197478+0j),925,37504209.0,Peters & Co. Limited
LIBER,27,0.6666666666666666,0.6111111111111112,(0.6382847385042255+0j),1543,49918946.0,Kingsway Financial Services Group Limited
MOGRENFS,54,0.6481481481481481,0.6285714285714286,(0.6382847385042254+0j),5,25232408.0,Deutsche Bank
LEGG,91,0.8241758241758241,0.49333333333333335,(0.6376467725891871+0j),97,26338999.0,"Legg Mason Wood Walker, Inc."
WESTWIND,37,0.7837837837837838,0.5172413793103449,(0.6367145399670134+0j),47,22387142.0,Thomas Weisel Equity Research
CHRENUSA,37,0.8108108108108109,0.5,(0.6367145399670133+0j),3253,331472692.0,China Renaissance Securities
WARFH,218,0.6422018348623854,0.6285714285714286,(0.6353500804836985+0j),12,25232862.0,UBS Investment Bank
MERCK,10,0.6,0.6666666666666666,(0.6324555320336759+0j),851,28440789.0,Merck Finck & Co.
XPINV,10,0.6,0.6666666666666666,(0.6324555320336759+0j),3657,,XP Investimentos
CNNING,15,0.8,0.5,(0.6324555320336759+0j),584,10960387.0,Conning Research and Consulting
WARLAT,60,0.7166666666666667,0.5581395348837209,(0.6324555320336759+0j),12,25232862.0,UBS Investment Bank
BANCOSAN,5,0.6,0.6666666666666666,(0.6324555320336759+0j),2295,54544813.0,Banco Santander
AFIN,5,0.6,0.6666666666666666,(0.6324555320336759+0j),120,25218044.0,Scotiabank Global Banking and Market
CHINAEB,70,0.6714285714285714,0.5957446808510638,(0.6324555320336758+0j),645,28439398.0,Everbright Securities Co. Ltd.
YUANTA,141,0.6737588652482269,0.5894736842105263,(0.6302087912488812+0j),1098,40401211.0,Yuanta Research
DAEWOO,127,0.7401574803149606,0.5319148936170213,(0.6274558051381586+0j),592,39861383.0,"Mirae Asset Securities Co., Ltd."
MERITZ,72,0.7638888888888888,0.509090909090909,(0.6236095644623235+0j),853,28439902.0,"MERITZ Securities Co., Ltd."
FOSENSEC,98,0.7959183673469388,0.48717948717948717,(0.6226998490772391+0j),704,39857297.0,"Guosen Securities Co., Ltd."
WERTHEIM,70,0.5571428571428572,0.6923076923076923,(0.6210590034081188+0j),1582,40126819.0,"Schroder & Co., Inc."
INVERBRO,13,0.6153846153846154,0.625,(0.6201736729460423+0j),539,40228972.0,GVC Gaesco Valores
BELL,13,0.6923076923076923,0.5555555555555556,(0.6201736729460423+0j),515,26381263.0,Bell Lawrie White
INVESKS,73,0.7945205479452054,0.4827586206896552,(0.6193235372853324+0j),754,29000976.0,Investec Bank Limited (SA)
PHILHK,34,0.7058823529411765,0.5416666666666666,(0.6183469424008423+0j),405,40174674.0,Phillip Securities (HK)
GILBERT,34,0.9117647058823529,0.41935483870967744,(0.6183469424008423+0j),1107,40179372.0,Bridgewell Research
DONGWON,90,0.8333333333333334,0.4533333333333333,(0.6146362971528592+0j),222,34260235.0,"Korea Investment & Securities Co., Ltd."
ORISEC,53,0.8113207547169812,0.46511627906976744,(0.6142951168339512+0j),905,39926145.0,"Orient Securities Co.,Ltd"
CRISPIDE,16,0.625,0.6,(0.6123724356957946+0j),2587,,Crisp Idea
ZACKSINV,24,0.5833333333333334,0.6428571428571429,(0.6123724356957946+0j),1356,4439707.0,Zacks Investment Research Inc.
BADEN,8,0.5,0.75,(0.6123724356957946+0j),392,38835515.0,Landesbank Baden-Wuerttemberg Equity and Fixed Income Research
BOCI,140,0.6,0.6190476190476191,(0.6094494002200441+0j),525,12719151.0,BOCI Research Ltd.
E2CAPIT,35,0.6571428571428571,0.5652173913043478,(0.609449400220044+0j),238,33392210.0,SBI China Capital Financial Services Limited
IPOPEMA,27,0.5925925925925926,0.625,(0.6085806194501846+0j),2854,107893455.0,Ipopema Securities S.A.
CAPELFJ,38,0.5263157894736842,0.7,(0.6069769786668839+0j),383,26269629.0,HSBC
OCBC,49,0.6326530612244898,0.5806451612903226,(0.6060915267313264+0j),898,12912890.0,OCBC Investment Research Pte Ltd.
SCBSFT,30,0.5333333333333333,0.6875,(0.6055300708194983+0j),989,39859360.0,SCB Securities Co. Ltd.
SBCIFC,175,0.6,0.6095238095238096,(0.6047431568147636+0j),12,25232862.0,UBS Investment Bank
PATERLTD,33,0.5757575757575758,0.631578947368421,(0.6030226891555273+0j),1273,40313520.0,Patersons Securities Limited
CAIBLO,11,0.45454545454545453,0.8,(0.6030226891555271+0j),511,27145387.0,UniCredit Research
FCJINVES,72,0.8194444444444444,0.4406779661016949,(0.6009252125773314+0j),572,39861095.0,"HI Investment & Securities Co., Ltd."
CITICSEC,150,0.7066666666666667,0.5094339622641509,(0.6+0j),570,40401641.0,"Citic Securities Co., Ltd."
LATINVES,28,0.5357142857142857,0.6666666666666666,(0.5976143046671968+0j),349,39860769.0,BBVA Corporate and Investment Bank
DENANT,45,0.6444444444444445,0.5517241379310345,(0.5962847939999439+0j),34,25231668.0,Natixis Bleichroeder Inc.
WARFA,82,0.6219512195121951,0.5686274509803921,(0.5946919678164199+0j),12,25232862.0,UBS Investment Bank
BANESTO,17,0.5294117647058824,0.6666666666666666,(0.5940885257860046+0j),499,32896658.0,Banesto Bolsa
HANNURI,60,0.8,0.4375,(0.5916079783099616+0j),712,28525487.0,"KB Investment & Securities Co., Ltd."
EQUIRUS,43,0.5116279069767442,0.6818181818181818,(0.5906244232186183+0j),2762,134399737.0,Equirus Securities Private Limited
RHSFM,158,0.5569620253164557,0.625,(0.5900010727301984+0j),977,12390612.0,RHB Investment Bank
HARPOYAA,23,0.5217391304347826,0.6666666666666666,(0.5897678246195885+0j),718,38834837.0,Euroz Hartleys Securities Limited
CHINAFA,75,0.64,0.5416666666666666,(0.5887840577551898+0j),796,28440676.0,KGI Securities Co. Ltd.
WARFK,61,0.7049180327868853,0.4883720930232558,(0.5867386940384682+0j),12,25232862.0,UBS Investment Bank
INTERAT,18,0.5,0.6666666666666666,(0.5773502691896258+0j),641,28439337.0,Espírito Santo Research
HENDERSN,6,0.5,0.6666666666666666,(0.5773502691896258+0j),389,40133067.0,Investec Bank plc (UK)
DBH,6,0.5,0.6666666666666666,(0.5773502691896258+0j),10,20921390.0,BofA Global Research
SNCEURO,6,0.5,0.6666666666666666,(0.5773502691896258+0j),10,20921390.0,BofA Global Research
CENTINV,3,0.6666666666666666,0.5,(0.5773502691896258+0j),641,28439337.0,Espírito Santo Research
SOKRAT,3,0.6666666666666666,0.5,(0.5773502691896258+0j),1313,45324353.0,Sokrat
BTSECRO,3,0.6666666666666666,0.5,(0.5773502691896258+0j),283,36308753.0,BT Capital
CABLEHOW,21,0.8571428571428571,0.3888888888888889,(0.5773502691896257+0j),832,37179976.0,"Ragen Mackenzie Group, Inc."
NATWEST,89,0.449438202247191,0.725,(0.5708263279047432+0j),5,25232408.0,Deutsche Bank
MIDLAND,31,0.5483870967741935,0.5882352941176471,(0.5679618342470647+0j),10,20921390.0,BofA Global Research
GUOSEN,22,0.5454545454545454,0.5833333333333334,(0.5640760748177662+0j),2910,223126866.0,Guosen Securities(HK) Financial Holdings Company
KEEFELTD,60,0.9166666666666666,0.34545454545454546,(0.5627314338711378+0j),94,25231371.0,"Keefe, Bruyette, & Woods"
ZANNEX,19,0.5789473684210527,0.5454545454545454,(0.5619514869490164+0j),206,29000944.0,Excellence Nessuah Brokerage Services Ltd.
FULGLO,73,0.6575342465753424,0.4791666666666667,(0.5613096232478871+0j),26,25127768.0,Fulcrum Global Partners LLC
SHENWAN,197,0.5989847715736041,0.5254237288135594,(0.5609998326049136+0j),1000,37159131.0,"SWS Research Co., Ltd."
AUOBFM,49,0.6938775510204082,0.4411764705882353,(0.5532833351724881+0j),446,39828531.0,Affin Hwang Investment Bank
MAINFRST,169,0.9349112426035503,0.3227848101265823,(0.54934064834945+0j),124,9532654.0,Stifel
LANSCHOT,10,0.7,0.42857142857142855,(0.5477225575051661+0j),648,28439440.0,F van Lanschot Bankiers N.V.
DBS,80,0.6625,0.4528301886792453,(0.5477225575051661+0j),265,29898027.0,DBS Vickers Research
WILLIAMS,57,0.5087719298245614,0.5862068965517241,(0.5461186812727502+0j),1091,26257733.0,Williams de Broë
DBSFH,165,0.6424242424242425,0.46226415094339623,(0.5449492609130661+0j),265,29898027.0,DBS Vickers Research
THANASEC,17,1.0,0.29411764705882354,(0.5423261445466404+0j),1045,38888132.0,Thanachart Securities Plc
JIHSUN,59,0.6610169491525424,0.4358974358974359,(0.5367826312580717+0j),328,38887975.0,"Jih Sun Securities Investment Consulting Co., Ltd."
OMANARAB,7,0.5714285714285714,0.5,(0.5345224838248488+0j),2412,79598947.0,U Capital
SAFEI,7,0.5714285714285714,0.5,(0.5345224838248488+0j),1406,43565785.0,"Eurosafei, Sociedad de Valores, S.A."
ABAESES,7,0.5714285714285714,0.5,(0.5345224838248488+0j),11,25232855.0,Morgan Stanley
MIRAEVN,7,0.8571428571428571,0.3333333333333333,(0.5345224838248487+0j),2932,225803535.0,Mirae Asset Securities (Vietnam)
SCHRODEU,50,0.46,0.6086956521739131,(0.5291502622129182+0j),3,25232403.0,Citigroup Inc
PICKERIN,25,0.56,0.5,(0.5291502622129182+0j),1335,39061762.0,"Tudor, Pickering & Co. Securities, Inc."
EKSPRES,18,0.6666666666666666,0.4166666666666667,(0.5270462766947299+0j),319,39102152.0,Deniz Yatirim Menkul Degerler A.S.
TISCOFT,29,0.7931034482758621,0.34782608695652173,(0.5252257314388903+0j),5,25232408.0,Deutsche Bank
LOMBARD,22,0.8181818181818182,0.3333333333333333,(0.5222329678670935+0j),828,26750190.0,Lombard Odier Darier Hentsch & Cie Corporate
VECTOR,22,0.45454545454545453,0.6,(0.5222329678670935+0j),408,39861700.0,"Prudential Equity Group, LLC"
SEOUL,60,0.7666666666666667,0.34782608695652173,(0.5163977794943223+0j),996,39833532.0,Eugene Investment & Securities Co Ltd.
CITIFH,15,0.6,0.4444444444444444,(0.5163977794943222+0j),265,29898027.0,DBS Vickers Research
DAISHER,83,0.6987951807228916,0.3793103448275862,(0.514840014921+0j),2656,40126467.0,Daishin Securities Co. Ltd.
RBSMOR,46,0.9782608695652174,0.26666666666666666,(0.5107539184552491+0j),2925,41135148.0,Morgans Financial Limited
HAITONG,161,0.5900621118012422,0.43157894736842106,(0.5046368843962634+0j),708,39857437.0,"Haitong Securities Co., Ltd."
CHOLET,107,0.40186915887850466,0.627906976744186,(0.5023310149673528+0j),364,39929447.0,Credit Lyonnais Securities
BATUCHA,4,0.5,0.5,(0.5000000000000001+0j),813,39836105.0,Leader Capital Markets Ltd
ANTANTA,4,0.5,0.5,(0.5000000000000001+0j),2212,52985439.0,Sova Capital Limited
NMB,4,0.5,0.5,(0.5000000000000001+0j),193,26897711.0,Insinger Gillissen
KJFONDS,4,0.5,0.5,(0.5000000000000001+0j),314,33444204.0,DNB Markets
MILLA,4,0.5,0.5,(0.5000000000000001+0j),489,30346691.0,Intesa Sanpaolo Equity Research
MERISTEM,8,0.5,0.5,(0.5000000000000001+0j),2556,100536754.0,Meristem Securities Limited
PUBINV,8,0.625,0.4,(0.5+0j),3084,260847286.0,Public Investment Bank Berhad
BHL,4,0.75,0.3333333333333333,(0.49999999999999994+0j),588,26257395.0,CA Cheuvreux
SUNHUNG,65,0.49230769230769234,0.5,(0.4961389383568338+0j),1035,12932072.0,Everbright Securities International (HK) Limited (“EBSIHK”)
GKM,123,0.6910569105691057,0.35294117647058826,(0.4938647983247948+0j),210,33292127.0,BMO Capital Markets U.S. (Historical)
TONGYANG,70,0.7857142857142857,0.3090909090909091,(0.4928053803045812+0j),1053,39831087.0,"Yuanta Securities Korea Co., Ltd."
DOWLING,17,0.5882352941176471,0.4,(0.48507125007266594+0j),368,6998490.0,Dowling & Partners Securities LLC
ETRSEC,64,0.6875,0.3409090909090909,(0.48412291827592707+0j),2570,109104314.0,"LS Securities Co., Ltd."
HYUNDAI,124,0.6290322580645161,0.3717948717948718,(0.4836020758246758+0j),731,39861655.0,"KB Securities Co., Ltd."
VERTRESP,13,0.38461538461538464,0.6,(0.4803844614152614+0j),10,20921390.0,BofA Global Research
MFKINVES,13,0.46153846153846156,0.5,(0.4803844614152614+0j),859,29094831.0,Millennium Capital
JBALLAS,48,0.5,0.4583333333333333,(0.47871355387816905+0j),265,29898027.0,DBS Vickers Research
OSKFM,70,0.6,0.38095238095238093,(0.4780914437337575+0j),910,22229144.0,OSK-DMG
HUAFIN,62,0.6774193548387096,0.3333333333333333,(0.47519096331149147+0j),729,39857626.0,Huatai Research
BVSC,31,0.5483870967741935,0.4117647058823529,(0.47519096331149135+0j),3013,243301645.0,Bao Viet Securities Joint Stock Company
INTERAC,9,0.4444444444444444,0.5,(0.4714045207910317+0j),748,39926992.0,Interacciones Casa De Bolsa De Cv
GTJA,50,0.52,0.4230769230769231,(0.46904157598234303+0j),705,40482819.0,Guotai Junan International Holdings Limited
