ANALYST,TICKER,COUNT_RECOM_x,COUNT_RECOM_y
DRISCOLL R,HOWL,1,1
DRISCOLL R,HYBN,2,10
DRISCOLL R,IDYA,1,13
DRISCOLL R,IEX,0,1
DRISCOLL R,IMGO,2,2
DRISCOLL R,JANX,1,1
DRISCOLL R,KURO,1,12
DRISCOLL R,NBRV,1,9
DRISCOLL R,NOVC,1,10
DRISCOLL R,RCUS,1,12
DRISCOLL R,REPL,1,11
DRISCOLL R,RVMD,1,1
DRISCOLL R,SURF,2,7
DRISCOLL R,TKMR,4,13
DRISCOLL R,TNGX,1,3
DRISCOLL R,TYRA,1,2
DRISCOLL T,APA,9,77
DRISCOLL T,APC,13,89
DRISCOLL T,BPO2,12,19
DRISCOLL T,CLRS,3,35
DRISCOLL T,CNQ2,16,2
DRISCOLL T,CNVE,7,3
DRISCOLL T,COG1,2,23
DRISCOLL T,CSPK,1,16
DRISCOLL T,CXY1,9,1
DRISCOLL T,DVN,16,90
DRISCOLL T,EOG,7,84
DRISCOLL T,KOSA,6,22
DRISCOLL T,LOMK,11,59
DRISCOLL T,MRO1,4,40
DRISCOLL T,NBL,7,75
DRISCOLL T,NFX,11,72
DRISCOLL T,OXY,11,78
DRISCOLL T,PCP1,14,66
DRISCOLL T,PDP,14,90
DRISCOLL T,QEP,5,51
DRISCOLL T,SWN,12,59
DRISCOLL T,UP,9,41
DRISCOLL T,WPX,10,38
DRISCOLL T,XTO,6,18
DROSCHER JORG M,CLPB,2,0
DROSCHER JORG M,GGND,4,0
DROSCHER JORG M,GNMS,4,0
DROSCHER JORG M,MRK,1,0
DROUET H,MBT,8,13
DROUET H,ROS1,4,9
DROUET H,TKC,7,49
DROUET H,VIP,0,10
DROUET H,VIPW,10,40
DRUCKER MANN L,ADM,0,4
DRUCKER MANN L,AEOS,0,31
DRUCKER MANN L,AMB,0,22
DRUCKER MANN L,ANF,0,21
DRUCKER MANN L,ANN,0,8
DRUCKER MANN L,AROP,0,11
DRUCKER MANN L,BFD1,0,14
DRUCKER MANN L,BG3,0,2
DRUCKER MANN L,BURL,0,10
DRUCKER MANN L,CFF,0,11
DRUCKER MANN L,CHCS,0,14
DRUCKER MANN L,COF1,0,12
DRUCKER MANN L,COH2,0,27
DRUCKER MANN L,COL1,0,33
DRUCKER MANN L,CPOW,0,3
DRUCKER MANN L,DAR,0,9
DRUCKER MANN L,DBRN,0,6
DRUCKER MANN L,EXPR,0,18
DRUCKER MANN L,FD,0,11
DRUCKER MANN L,FOSL,0,13
DRUCKER MANN L,FRAH,0,20
DRUCKER MANN L,GPS,0,36
DRUCKER MANN L,HRL,0,8
DRUCKER MANN L,ICX,0,7
DRUCKER MANN L,IPP,0,6
DRUCKER MANN L,KORS,0,26
DRUCKER MANN L,KSS,0,5
DRUCKER MANN L,LIZC,0,8
DRUCKER MANN L,LTD,0,32
DRUCKER MANN L,LULU,0,26
DRUCKER MANN L,MOSC,0,14
DRUCKER MANN L,NIKE,0,32
DRUCKER MANN L,NOBE,0,11
DRUCKER MANN L,POT1,0,8
DRUCKER MANN L,PVH,0,30
DRUCKER MANN L,RAL1,0,35
DRUCKER MANN L,RATN,0,9
DRUCKER MANN L,ROST,0,8
DRUCKER MANN L,SAFM,0,10
DRUCKER MANN L,SAM1,0,15
DRUCKER MANN L,SFDS,0,10
DRUCKER MANN L,SFIX,0,1
DRUCKER MANN L,SWZA,0,5
DRUCKER MANN L,TIF,0,35
DRUCKER MANN L,TLYS,0,9
DRUCKER MANN L,TUMM,0,13
DRUCKER MANN L,TYSN,0,12
DRUCKER MANN L,UARM,0,27
DRUCKER MANN L,URBN,0,43
DRUCKER MANN L,VFC,0,29
DRUCKER MANN L,VNCE,0,17
DRUCKER MANN L,ZY,0,8
"DRUCKER MANN, L",01LF,1,0
"DRUCKER MANN, L",ADM,1,0
"DRUCKER MANN, L",AEOS,6,0
"DRUCKER MANN, L",ANF,4,0
"DRUCKER MANN, L",ANN,1,0
"DRUCKER MANN, L",AROP,4,0
"DRUCKER MANN, L",BG3,1,0
"DRUCKER MANN, L",CFF,2,0
"DRUCKER MANN, L",CHCS,2,0
"DRUCKER MANN, L",COF1,2,0
"DRUCKER MANN, L",COH2,7,0
"DRUCKER MANN, L",COL1,4,0
"DRUCKER MANN, L",CPOW,1,0
"DRUCKER MANN, L",DAR,1,0
"DRUCKER MANN, L",DBRN,1,0
"DRUCKER MANN, L",EXPR,4,0
"DRUCKER MANN, L",FD,1,0
"DRUCKER MANN, L",FOSL,3,0
"DRUCKER MANN, L",FRAH,5,0
"DRUCKER MANN, L",GPS,4,0
"DRUCKER MANN, L",HRL,1,0
"DRUCKER MANN, L",IPP,4,0
"DRUCKER MANN, L",KORS,6,0
"DRUCKER MANN, L",KSS,1,0
"DRUCKER MANN, L",LIZC,2,0
"DRUCKER MANN, L",LTD,5,0
"DRUCKER MANN, L",LULU,5,0
"DRUCKER MANN, L",MOSC,1,0
"DRUCKER MANN, L",NIKE,3,0
"DRUCKER MANN, L",NOBE,2,0
"DRUCKER MANN, L",POT1,1,0
"DRUCKER MANN, L",PVH,3,0
"DRUCKER MANN, L",RAL1,8,0
"DRUCKER MANN, L",RATN,3,0
"DRUCKER MANN, L",SAFM,1,0
"DRUCKER MANN, L",SFDS,1,0
"DRUCKER MANN, L",SFIX,1,0
"DRUCKER MANN, L",TIF,8,0
"DRUCKER MANN, L",TLYS,3,0
"DRUCKER MANN, L",TUMM,4,0
"DRUCKER MANN, L",TYSN,1,0
"DRUCKER MANN, L",UARM,2,0
"DRUCKER MANN, L",URBN,8,0
"DRUCKER MANN, L",VFC,5,0
"DRUCKER MANN, L",VNCE,3,0
DRYDEN J,ADI,1,0
DRYDEN J,ALTR,3,0
DRYDEN J,AMD,2,0
DRYDEN J,BRCM,3,0
DRYDEN J,INTC,3,0
DRYDEN J,MRVL,3,0
DRYDEN J,MXIM,1,0
DRYDEN J,NSM,2,0
DRYDEN J,STM2,4,0
DRYDEN J,TXN,2,0
DRYDEN J,XLNX,2,0
DSOUZA N,BMO2,2,0
DSOUZA N,BNS2,2,0
DSOUZA N,CM2,2,0
DSOUZA N,MFC3,2,0
DSOUZA N,NTIF,1,0
DSOUZA N,RY2,1,0
DSOUZA N,TD2,1,0
DU A,YUMC,0,3
DU B,RES2,2,4
DU BOFF R,0045,1,1
DU BOFF R,ARAR,1,3
DU BOFF R,FANG,1,0
DU BOFF R,NFX,1,2
DU BOFF R,PVIR,1,0
DU BOFF R,WLL,1,4
DU BOFF R,WPX,1,0
DU BOFF R,XEC,1,0
DU C,CRLB,2,4
DU C,DWSN,1,9
DU C,GGY,1,8
DU C,IPOP,2,9
DU C,TS,2,11
DU E,02GQ,1,1
DU E,NOAH,2,2
DU I,LX,1,0
DU I,NOAH,0,4
DU J,CMDE,2,6
DU J,CREC,1,5
DU J,EJK,8,36
DU J,HLSY,3,23
DU J,LEJU,4,15
DU J,MRMI,4,23
DU J,TCMC,2,2
DU J,WUX,6,13
DU L,NOAH,1,6
DU W,MRMI,6,0
DU W,SCRG,5,0
DU W,WUX,3,0
DU Y,MNSO,1,0
"DU, PH.D W",KHH,1,0
"DU, PH.D W",MRMI,2,0
"DU, PH.D W",NPDC,1,0
"DU, PH.D W",WUX,2,0
DUAN B,02YP,4,10
DUAN R,AGFS,1,2
DUAN R,DLIB,1,3
DUAN R,GRWG,1,3
DUAN R,REDD,1,1
DUARTE DA SILVA I,FMS,0,9
DUARTE DA SILVA I,SNN,0,8
DUARTE M,AKO,0,2
DUARTE M,CCUU,1,3
DUARTE M,VCO,1,2
DUARTE SILVA I,FMS,2,0
DUARTE SILVA I,SNN,1,0
DUARTE T,AGRO,3,18
DUARTE T,CCUU,1,1
DUARTE T,PBRA,2,9
DUARTE T,PEBR,3,2
DUBAJOVA V,ALC,1,8
DUBINSKY S,AA,1,0
DUBINSKY S,AKST,3,0
DUBINSKY S,APWH,1,2
DUBINSKY S,AVNX,1,0
DUBINSKY S,BTUI,1,0
DUBINSKY S,CLF,2,0
DUBINSKY S,COMV,1,0
DUBINSKY S,CSIQ,5,7
DUBINSKY S,DQ,1,0
DUBINSKY S,EMKR,1,0
DUBINSKY S,ENOC,2,0
DUBINSKY S,EXFO,2,1
DUBINSKY S,FNSR,2,4
DUBINSKY S,FSLR,1,0
DUBINSKY S,JASO,4,5
DUBINSKY S,LDK,2,0
DUBINSKY S,MUSS,2,0
DUBINSKY S,NRP,2,0
DUBINSKY S,NUE,2,0
DUBINSKY S,OPLK,2,2
DUBINSKY S,OPTM,2,1
DUBINSKY S,OPXT,2,3
DUBINSKY S,OXF,1,0
DUBINSKY S,PGMS,2,0
DUBINSKY S,RS1,1,0
DUBINSKY S,RYI,1,0
DUBINSKY S,SCKE,1,0
DUBINSKY S,SOLA,3,1
DUBINSKY S,SOLF,3,2
DUBINSKY S,SPT,3,3
DUBINSKY S,STLD,2,0
DUBINSKY S,SXCP,1,0
DUBINSKY S,TSL,2,0
DUBINSKY S,UNPH,1,0
DUBINSKY S,WFR,1,6
DUBINSKY S,WLTR,2,0
DUBINSKY S,X,2,0
DUBINSKY S,YGE,2,0
DUBLANC B,SDRL,1,8
DUBOIS R,OXY,2,7
DUBOIS R,P,4,10
DUBOSE H,CNKH,2,2
DUBOSE H,DCHA,1,3
DUBOSE H,DLIB,3,2
DUBOSE H,DWEI,1,0
DUBOSE H,LGE,1,1
DUBOSE H,NCMI,2,2
DUBOSE H,RGCE,1,2
DUBOSE H,SNIW,1,1
DUBOSE H,TBZ,1,0
DUBREUIL J,BCT2,1,0
DUBREUIL J,GIB,1,0
DUBREUIL J,RCI2,5,0
DUBREUIL J,SCL2,2,0
DUBROVINA S,GOOG,1,1
DUBROVINA S,YNDX,1,0
DUDAS M,01AF,1,23
DUDAS M,01G1,1,3
DUDAS M,ABXF,6,25
DUDAS M,ACI,7,20
DUDAS M,ACI/1,1,19
DUDAS M,ACL1,0,2
DUDAS M,ACMG,2,19
DUDAS M,AGE2,6,29
DUDAS M,ANRI,3,13
DUDAS M,CBI1,4,24
DUDAS M,CEIX,1,18
DUDAS M,CLDD,2,4
DUDAS M,CNX,4,21
DUDAS M,CNXC,1,4
DUDAS M,COUR,4,32
DUDAS M,FCX,1,21
DUDAS M,FLR,2,17
DUDAS M,FLR1,6,35
DUDAS M,FNDC,3,5
DUDAS M,FWC,2,6
DUDAS M,G1,2,4
DUDAS M,GCCO,5,27
DUDAS M,GORO,3,13
DUDAS M,HL,6,19
DUDAS M,ITCL,2,11
DUDAS M,JEC,6,34
DUDAS M,JRCC,5,12
DUDAS M,K1,1,5
DUDAS M,KBR,5,33
DUDAS M,MDR,2,8
DUDAS M,MLM,1,11
DUDAS M,NEM,5,31
DUDAS M,NOA,3,0
DUDAS M,PAA1,4,5
DUDAS M,PCX,4,2
DUDAS M,PEAB,6,43
DUDAS M,PWR1,1,14
DUDAS M,URS,2,5
DUDAS M,VMC,2,11
DUDAS M,WAT1,1,6
DUDAS M,WLTR,1,1
DUDAS/JAIN/UO,CNX,1,0
DUDAS/JAIN/UO,WLTR,1,0
DUDAS/JAIN/UOTILA,ACI,0,1
DUDAS/JAIN/UOTILA,ANRI,0,1
DUDAS/JAIN/UOTILA,JRCC,0,2
DUDAS/JAIN/UOTILA,PCX,0,1
DUDLEY T,GLDY,3,0
DUDLYKE D,CHEN,2,0
DUDLYKE D,GTRI,4,0
DUDLYKE D,NVDC,5,10
DUERR M,DBKA,1,0
DUFFY G,ACLS,1,3
DUFFY G,AMAT,0,1
DUFFY G,BRCM,2,1
DUFFY G,EGLT,2,2
DUFFY G,ERCM,1,2
DUFFY G,FORX,1,0
DUFFY G,SNDK,1,0
DUFFY G,SPTH,1,4
DUFFY G,VSEA,0,4
DUFFY J,006X,1,3
DUFFY J,00PK,4,8
DUFFY J,03VT,2,6
DUFFY J,BAER,0,12
DUFFY J,BIRK,0,0
DUFFY J,CABE,5,19
DUFFY J,COL1,5,34
DUFFY J,COOK,2,5
DUFFY J,CROX,9,58
DUFFY J,DECK,8,59
DUFFY J,DKS,2,42
DUFFY J,DLTH,3,27
DUFFY J,FOXF,5,34
DUFFY J,GAIA,2,6
DUFFY J,GIII,10,36
DUFFY J,GIL,7,28
DUFFY J,HBI,7,42
DUFFY J,HIBB,1,14
DUFFY J,KTB,3,21
DUFFY J,LULU,5,37
DUFFY J,LVI,1,7
DUFFY J,MCAC,2,10
DUFFY J,NIKE,3,55
DUFFY J,NU06,1,11
DUFFY J,ONON,1,0
DUFFY J,PRMW,2,2
DUFFY J,QUIK,4,10
DUFFY J,RVLV,1,10
DUFFY J,SKX,1,20
DUFFY J,SODN,3,0
DUFFY J,SQLF,7,29
DUFFY J,SQM,0,1
DUFFY J,UARM,11,52
DUFFY J,VFC,5,55
DUFFY J,VIA,0,1
DUFFY J,VLMC,2,10
DUFFY J,WRBY,1,7
DUFFY J,WWW,4,51
DUFFY J,YETI,2,21
DUFFY J,YHOO,0,1
DUFFY J,ZUMZ,2,18
DUFFY/RUBIS,00PK,0,1
DUGAN J,DST,0,1
DUGAN J,ENV,0,1
DUGAN J,GPN,0,1
DUIGNAN A,00SZ,1,14
DUIGNAN A,ADM,6,22
DUIGNAN A,AGCO,21,70
DUIGNAN A,ALSN,6,39
DUIGNAN A,ALTL,0,1
DUIGNAN A,APWR,9,36
DUIGNAN A,BG3,8,24
DUIGNAN A,BUCY,3,11
DUIGNAN A,CAT,11,66
DUIGNAN A,CNHI,6,34
DUIGNAN A,CUM,3,74
DUIGNAN A,CVGI,4,16
DUIGNAN A,DE,16,70
DUIGNAN A,DMG,0,1
DUIGNAN A,ETN,14,72
DUIGNAN A,GE,1,0
DUIGNAN A,HR,10,56
DUIGNAN A,IR,1,0
DUIGNAN A,ITW,11,64
DUIGNAN A,JOYG,3,34
DUIGNAN A,KMT,10,65
DUIGNAN A,MANT,6,57
DUIGNAN A,MODI,4,12
DUIGNAN A,NH,4,19
DUIGNAN A,OPTT,1,0
DUIGNAN A,OTRK,11,57
DUIGNAN A,PCAR,15,64
DUIGNAN A,PH,12,79
DUIGNAN A,TERX,11,59
DUIGNAN A,TRMB,2,20
DUIGNAN A,WBCK,2,3
DUIGNAN A,WPRT,4,17
DUKE L,HOU,4,26
DUKE L,PORO,4,11
DULEY D,APEX,1,0
DULEY D,CA1S,1,0
DULEY D,CHLD,1,0
DULEY D,CMOS,1,0
DULEY D,GSHO,1,0
DULEY D,IMOS,1,0
DULEY D,MGIS,1,0
DULEY D,OLAB,1,0
DULEY D,SAUP,1,0
DULEY D,ZEOX,1,0
DULLANTY C,AAIC,1,1
DUMOULIN-SMIT J,006K,6,0
DUMOULIN-SMIT J,0079,7,0
DUMOULIN-SMIT J,00YE,5,0
DUMOULIN-SMIT J,01H2,2,0
DUMOULIN-SMIT J,01VE,3,0
DUMOULIN-SMIT J,027T,9,0
DUMOULIN-SMIT J,02M4,7,0
DUMOULIN-SMIT J,04LB,2,0
DUMOULIN-SMIT J,AEP,5,0
DUMOULIN-SMIT J,AESC,9,0
DUMOULIN-SMIT J,ALUS,2,0
DUMOULIN-SMIT J,AMCR,6,0
DUMOULIN-SMIT J,ARRY,1,0
DUMOULIN-SMIT J,AWKC,7,0
DUMOULIN-SMIT J,AZP,7,0
DUMOULIN-SMIT J,BHP,9,0
DUMOULIN-SMIT J,CAFD,1,0
DUMOULIN-SMIT J,CHEX,3,0
DUMOULIN-SMIT J,CMS,6,0
DUMOULIN-SMIT J,D,6,0
DUMOULIN-SMIT J,DTE,7,0
DUMOULIN-SMIT J,DUK,12,0
DUMOULIN-SMIT J,ED,12,0
DUMOULIN-SMIT J,EGAS,1,0
DUMOULIN-SMIT J,ELPA,3,0
DUMOULIN-SMIT J,ENPH,2,0
DUMOULIN-SMIT J,FLNC,4,0
DUMOULIN-SMIT J,FPL,5,0
DUMOULIN-SMIT J,FSLR,17,0
DUMOULIN-SMIT J,FTCI,5,0
DUMOULIN-SMIT J,GEPI,4,0
DUMOULIN-SMIT J,GNRC,3,0
DUMOULIN-SMIT J,HASI,9,0
DUMOULIN-SMIT J,HE,5,0
DUMOULIN-SMIT J,HOU,10,0
DUMOULIN-SMIT J,IDA,5,0
DUMOULIN-SMIT J,KAN,10,0
DUMOULIN-SMIT J,KLT,1,0
DUMOULIN-SMIT J,LG,4,0
DUMOULIN-SMIT J,MAXN,4,0
DUMOULIN-SMIT J,MDSN,1,0
DUMOULIN-SMIT J,MPET,5,0
DUMOULIN-SMIT J,MPL,4,0
DUMOULIN-SMIT J,MSU,3,0
DUMOULIN-SMIT J,NGL,1,0
DUMOULIN-SMIT J,NI,8,0
DUMOULIN-SMIT J,NJR,1,0
DUMOULIN-SMIT J,NRGE,9,0
DUMOULIN-SMIT J,NSP,7,0
DUMOULIN-SMIT J,NU,6,0
DUMOULIN-SMIT J,NWNG,1,0
DUMOULIN-SMIT J,NWPS,5,0
DUMOULIN-SMIT J,NYLD,7,0
DUMOULIN-SMIT J,OEC,9,0
DUMOULIN-SMIT J,OGE,10,0
DUMOULIN-SMIT J,OGSW,6,0
DUMOULIN-SMIT J,ORAT,4,0
DUMOULIN-SMIT J,PCG,5,0
DUMOULIN-SMIT J,PE,5,0
DUMOULIN-SMIT J,PEG,6,0
DUMOULIN-SMIT J,PNM,5,0
DUMOULIN-SMIT J,PORO,10,0
DUMOULIN-SMIT J,PPL,6,0
DUMOULIN-SMIT J,PSC,4,0
DUMOULIN-SMIT J,RMGB,1,0
DUMOULIN-SMIT J,RUN,6,0
DUMOULIN-SMIT J,SAUHY,1,0
DUMOULIN-SMIT J,SCE,6,0
DUMOULIN-SMIT J,SCG,1,0
DUMOULIN-SMIT J,SDO,12,0
DUMOULIN-SMIT J,SEDG,4,0
DUMOULIN-SMIT J,SJI,2,0
DUMOULIN-SMIT J,SO,9,0
DUMOULIN-SMIT J,SPWR,12,0
DUMOULIN-SMIT J,STPK,2,0
DUMOULIN-SMIT J,SWX,4,0
DUMOULIN-SMIT J,TERP,1,0
DUMOULIN-SMIT J,TPIC,1,0
DUMOULIN-SMIT J,UEP,5,0
DUMOULIN-SMIT J,UGI,4,0
DUMOULIN-SMIT J,UTL,6,0
DUMOULIN-SMIT J,VSLR,2,0
DUMOULIN-SMIT J,VSTE,7,0
DUMOULIN-SMIT J,WPC,8,0
DUMOULIN-SMIT J,WPL,12,0
DUMOULIN-SMITH J,006K,0,34
DUMOULIN-SMITH J,0079,0,34
DUMOULIN-SMITH J,00YE,0,44
DUMOULIN-SMITH J,01VE,0,6
DUMOULIN-SMITH J,027T,0,30
DUMOULIN-SMITH J,02M4,0,43
DUMOULIN-SMITH J,04LB,0,6
DUMOULIN-SMITH J,AEP,0,63
DUMOULIN-SMITH J,AESC,0,50
DUMOULIN-SMITH J,ALUS,0,2
DUMOULIN-SMITH J,AMCR,0,23
DUMOULIN-SMITH J,ARRY,0,8
DUMOULIN-SMITH J,AWKC,0,40
DUMOULIN-SMITH J,AZP,0,60
DUMOULIN-SMITH J,BHP,0,49
DUMOULIN-SMITH J,CAFD,0,1
DUMOULIN-SMITH J,CHEX,0,54
DUMOULIN-SMITH J,CMS,0,44
DUMOULIN-SMITH J,CMXB,0,1
DUMOULIN-SMITH J,D,0,51
DUMOULIN-SMITH J,DTE,0,61
DUMOULIN-SMITH J,DUK,0,57
DUMOULIN-SMITH J,ED,0,60
DUMOULIN-SMITH J,EGAS,0,18
DUMOULIN-SMITH J,ELPA,0,12
DUMOULIN-SMITH J,ENPH,0,28
DUMOULIN-SMITH J,FLNC,0,15
DUMOULIN-SMITH J,FPL,0,54
DUMOULIN-SMITH J,FSLR,0,55
DUMOULIN-SMITH J,FTCI,0,14
DUMOULIN-SMITH J,GEPI,0,19
DUMOULIN-SMITH J,GNRC,0,19
DUMOULIN-SMITH J,HASI,0,30
DUMOULIN-SMITH J,HE,0,39
DUMOULIN-SMITH J,HOU,0,51
DUMOULIN-SMITH J,IDA,0,28
DUMOULIN-SMITH J,KAN,0,52
DUMOULIN-SMITH J,KLT,0,2
DUMOULIN-SMITH J,LG,0,18
DUMOULIN-SMITH J,MAXN,0,23
DUMOULIN-SMITH J,MDSN,0,13
DUMOULIN-SMITH J,MDU,0,1
DUMOULIN-SMITH J,MPET,0,14
DUMOULIN-SMITH J,MPL,0,11
DUMOULIN-SMITH J,MSU,0,47
DUMOULIN-SMITH J,NGL,0,2
DUMOULIN-SMITH J,NI,0,43
DUMOULIN-SMITH J,NJR,0,12
DUMOULIN-SMITH J,NRGE,0,57
DUMOULIN-SMITH J,NSP,0,61
DUMOULIN-SMITH J,NU,0,46
DUMOULIN-SMITH J,NWNG,0,11
DUMOULIN-SMITH J,NWPS,0,49
DUMOULIN-SMITH J,NYLD,0,36
DUMOULIN-SMITH J,OEC,0,50
DUMOULIN-SMITH J,OGE,0,43
DUMOULIN-SMITH J,OGSW,0,19
DUMOULIN-SMITH J,ORAT,0,23
DUMOULIN-SMITH J,PCG,0,35
DUMOULIN-SMITH J,PE,0,44
DUMOULIN-SMITH J,PEG,0,66
DUMOULIN-SMITH J,PNM,0,37
DUMOULIN-SMITH J,PORO,0,50
DUMOULIN-SMITH J,PPL,0,30
DUMOULIN-SMITH J,PSC,0,16
DUMOULIN-SMITH J,RMGB,0,11
DUMOULIN-SMITH J,RUN,0,44
DUMOULIN-SMITH J,SAUHY,0,1
DUMOULIN-SMITH J,SCE,0,52
DUMOULIN-SMITH J,SCG,0,2
DUMOULIN-SMITH J,SDO,0,74
DUMOULIN-SMITH J,SEDG,0,27
DUMOULIN-SMITH J,SJI,0,5
DUMOULIN-SMITH J,SO,0,59
DUMOULIN-SMITH J,SPWR,0,42
DUMOULIN-SMITH J,STPK,0,6
DUMOULIN-SMITH J,SWX,0,19
DUMOULIN-SMITH J,TERP,0,11
DUMOULIN-SMITH J,TPIC,0,10
DUMOULIN-SMITH J,UEP,0,48
DUMOULIN-SMITH J,UGI,0,17
DUMOULIN-SMITH J,UTL,0,37
DUMOULIN-SMITH J,UTX,0,1
DUMOULIN-SMITH J,VSLR,0,20
DUMOULIN-SMITH J,VSTE,0,49
DUMOULIN-SMITH J,WPC,0,58
DUMOULIN-SMITH J,WPL,0,50
DUMOULIN-SMITH J,WWP,0,15
DUMS T,AXP,3,13
DUMS T,CHL,1,14
DUMS T,MAAA,0,12
DUMS T,PYPLV,3,16
DUMS T,VISA,0,7
DUNCAN C,0017,2,5
DUNCAN C,001C,1,4
DUNCAN C,003A,1,2
DUNCAN C,009J,3,13
DUNCAN C,00O7,2,4
DUNCAN C,00TU,2,12
DUNCAN C,00XR,1,22
DUNCAN C,017Q,1,1
DUNCAN C,01XB,3,7
DUNCAN C,01ZN,2,2
DUNCAN C,032O,1,5
DUNCAN C,034E,2,5
DUNCAN C,03K5,1,3
DUNCAN C,03KK,1,3
DUNCAN C,03OX,1,0
DUNCAN C,03WK,1,0
DUNCAN C,04FA,1,1
DUNCAN C,AA4U,0,44
DUNCAN C,AAVL,3,4
DUNCAN C,ACDI,10,44
DUNCAN C,ACRD,2,6
DUNCAN C,ACRX,1,2
DUNCAN C,ADH,4,7
DUNCAN C,ADHD,2,7
DUNCAN C,ADRO,1,3
DUNCAN C,AEL2,2,2
DUNCAN C,AIMC,2,19
DUNCAN C,ALBA,1,3
DUNCAN C,ALDR,2,6
DUNCAN C,ALKS,0,2
DUNCAN C,ALNY,1,3
DUNCAN C,ALTH,2,6
DUNCAN C,ALXA,5,11
DUNCAN C,APTX,1,12
DUNCAN C,AVII,1,1
DUNCAN C,AXON,2,4
DUNCAN C,AXYX,0,2
DUNCAN C,BCRX,4,14
DUNCAN C,BDSI,3,11
DUNCAN C,BER,0,28
DUNCAN C,BHVN,2,24
DUNCAN C,BIVI,1,2
DUNCAN C,BNOEF,1,3
DUNCAN C,BRA2,2,4
DUNCAN C,BSIM,1,14
DUNCAN C,CARA,2,15
DUNCAN C,CAXD,6,10
DUNCAN C,CBYL,1,8
DUNCAN C,CELG,0,8
DUNCAN C,CEPH,1,6
DUNCAN C,CGTX,1,4
DUNCAN C,CLHB,0,16
DUNCAN C,CLNN,1,10
DUNCAN C,CLVS,3,9
DUNCAN C,CORH,7,20
DUNCAN C,CPRX,4,25
DUNCAN C,CRA1,1,5
DUNCAN C,CRNX,1,10
DUNCAN C,CRXX,2,3
DUNCAN C,CTIC,2,4
DUNCAN C,CYTK,6,38
DUNCAN C,DCPH,2,5
DUNCAN C,DCT,0,1
DUNCAN C,DNDN,0,1
DUNCAN C,DNOWW,1,19
DUNCAN C,DYCO,1,9
DUNCAN C,ECOR,2,4
DUNCAN C,EDGG,0,6
DUNCAN C,EPTO,1,2
DUNCAN C,ESYW,4,7
DUNCAN C,EXAS,1,1
DUNCAN C,FAST,1,3
DUNCAN C,FIX,0,10
DUNCAN C,GEB1,6,25
DUNCAN C,GERN,8,18
DUNCAN C,GHDX,0,7
DUNCAN C,GWPH,1,7
DUNCAN C,GWW,2,47
DUNCAN C,HGSI,0,1
DUNCAN C,HRMY,1,6
DUNCAN C,HTEC,2,31
DUNCAN C,HZNP,3,9
DUNCAN C,IFLM,1,4
DUNCAN C,INSV,1,1
DUNCAN C,IPIC,1,2
DUNCAN C,ISIP,1,0
DUNCAN C,ITCK,3,26
DUNCAN C,JAZP,0,2
DUNCAN C,KAB,2,31
DUNCAN C,KAMN,2,30
DUNCAN C,KERX,1,3
DUNCAN C,KRTX,1,2
DUNCAN C,LBPH,0,3
DUNCAN C,LDAK,3,6
DUNCAN C,LUCD,1,0
DUNCAN C,MG,1,34
DUNCAN C,MITO,1,6
DUNCAN C,MRCG,3,31
DUNCAN C,MRNS,0,2
DUNCAN C,MSM,1,29
DUNCAN C,MTR1,1,35
DUNCAN C,MYGN,2,5
DUNCAN C,MYLG,2,7
DUNCAN C,NBIO,1,5
DUNCAN C,NBIX,2,36
DUNCAN C,NEOP,4,4
DUNCAN C,NEXM,2,5
DUNCAN C,NLNK,1,5
DUNCAN C,NOVC,3,5
DUNCAN C,NOX,1,14
DUNCAN C,OMGC,0,6
DUNCAN C,ONCZ,1,1
DUNCAN C,ONTX,4,5
DUNCAN C,ORET,7,18
DUNCAN C,ORMP,2,2
DUNCAN C,OSIR,2,3
DUNCAN C,OVID,2,7
DUNCAN C,PACB,0,1
DUNCAN C,PAVM,0,1
DUNCAN C,PDLI,3,10
DUNCAN C,PIPK,1,1
DUNCAN C,POOL,1,14
DUNCAN C,PRTA,0,17
DUNCAN C,PRVL,2,1
DUNCAN C,PTIE,2,4
DUNCAN C,PWR1,1,14
DUNCAN C,PXSL,0,3
DUNCAN C,RBC,0,1
DUNCAN C,RETA,3,26
DUNCAN C,RMTI,1,4
DUNCAN C,RPSD,1,6
DUNCAN C,RYI,0,5
DUNCAN C,SGBS,4,22
DUNCAN C,SIRT,1,0
DUNCAN C,SLDB,1,1
DUNCAN C,SPHS,1,2
DUNCAN C,SQNM,2,1
DUNCAN C,STOK,0,5
DUNCAN C,TANC,2,6
DUNCAN C,TCLN,2,5
DUNCAN C,TFYP,2,8
DUNCAN C,TMI,4,45
DUNCAN C,TNAV,0,1
DUNCAN C,TPHI,4,9
DUNCAN C,UNLC,2,4
DUNCAN C,VBLT,2,5
DUNCAN C,VLGC,2,4
DUNCAN C,VNDA,4,10
DUNCAN C,VTVT,4,6
DUNCAN C,VVUS,3,9
DUNCAN C,VYGR,3,9
DUNCAN C,WBG,0,7
DUNCAN C,WSCO,2,42
DUNCAN C,WSO1,2,40
DUNCAN C,XENE,1,1
DUNCAN C,ZSAN,2,3
DUNCAN C,ZYNE,3,15
DUNCAN M,AIMC,2,0
DUNCAN M,BER,3,0
DUNCAN M,CLHB,3,0
DUNCAN M,DNOWW,2,0
DUNCAN M,EDGG,2,0
DUNCAN M,FIX,1,0
