ANALYST,TICKER,COUNT_RECOM_x,COUNT_RECOM_y
AARON E,ACAT,0,3
AARON E,BC,1,17
AARON E,BDSB,3,2
AARON E,BFX1,0,1
AARON E,BGS,2,18
AARON E,BNNY,0,3
AARON E,CLUB,2,3
AARON E,CPB,2,14
AARON E,DMDN,3,10
AARON E,DW,0,6
AARON E,GIS,1,15
AARON E,HDI,1,32
AARON E,HNZ,1,14
AARON E,HOBM,0,1
AARON E,HZO,0,4
AARON E,IFF,2,11
AARON E,K,2,14
AARON E,KFT,2,17
AARON E,KRFT,1,1
AARON E,LNCE,1,9
AARON E,LTMI,1,13
AARON E,MCCO,1,2
AARON E,MJN,2,18
AARON E,NBTY,5,22
AARON E,NOSH,2,19
AARON E,SJM,1,17
AARON E,SNO,1,25
AARON E,STKL,0,7
AARON E,TFM,1,7
AARON E,THOR,0,5
AARON E,UNF2,0,17
AARON E,WFMI,2,23
AARON E,WGO,1,8
ABATE A,NUE,5,8
ABATE A,STLD,5,8
ABATE A,TXR,1,5
ABBOTT J,AAGD,1,2
ABBOTT J,ARP,3,8
ABBOTT J,ASFC,1,7
ABBOTT J,BBEP,2,7
ABBOTT J,BBGC,0,10
ABBOTT J,BNTN,4,5
ABBOTT J,BRKL,2,2
ABBOTT J,CATY,0,7
ABBOTT J,CNX,3,20
ABBOTT J,COG1,2,6
ABBOTT J,CRGY,2,8
ABBOTT J,CRZO,0,4
ABBOTT J,CSPK,1,7
ABBOTT J,ENPC,1,2
ABBOTT J,EQT,3,28
ABBOTT J,EVEP,2,5
ABBOTT J,EWBC,1,9
ABBOTT J,FCBP,1,6
ABBOTT J,FEMP,1,3
ABBOTT J,FOEX,2,2
ABBOTT J,GLFF,1,2
ABBOTT J,HAFC,1,5
ABBOTT J,HCBC,2,1
ABBOTT J,KNTX,6,15
ABBOTT J,KRP,1,2
ABBOTT J,LGCY,2,3
ABBOTT J,LOMK,1,5
ABBOTT J,LRR,1,5
ABBOTT J,MCEP,0,3
ABBOTT J,MEMP,2,4
ABBOTT J,MTXC,0,3
ABBOTT J,NABC,0,5
ABBOTT J,NARA,2,5
ABBOTT J,NFG,1,17
ABBOTT J,OASS/1,2,7
ABBOTT J,PBCT,1,5
ABBOTT J,PBLA,2,2
ABBOTT J,PETD,2,10
ABBOTT J,PSVB,3,6
ABBOTT J,QCSB,1,6
ABBOTT J,QRE,1,2
ABBOTT J,REXX,0,8
ABBOTT J,ROES,1,7
ABBOTT J,ROYT,2,4
ABBOTT J,SFY,0,4
ABBOTT J,SIVB,0,9
ABBOTT J,TBBK,1,6
ABBOTT J,UCBH,3,11
ABBOTT J,VEI,1,0
ABBOTT J,VNR,3,5
ABBOTT J,WBST,1,8
ABBOTT J,WRES,1,4
ABBOTT J,ZION,2,10
ABBOTT N,00BW,1,3
ABBOTT N,01KN,0,2
ABBOTT N,02AL,0,2
ABBOTT N,ADAP,0,2
ABBOTT N,ADHD,0,4
ABBOTT N,AUTL,0,2
ABBOTT N,CLLS,1,3
ABBOTT N,DPII,1,3
ABBOTT N,ESYW,1,2
ABBOTT N,FATE,0,4
ABBOTT N,FPRX,1,1
ABBOTT N,GNBP,0,3
ABBOTT N,GRCL,0,3
ABBOTT N,HTEC,0,3
ABBOTT N,IMV,0,2
ABBOTT N,JNCE,0,2
ABBOTT N,MSHL,1,2
ABBOTT N,TCON,2,2
ABBOTT N,TPTX,1,3
ABBOTT N,XONN,0,2
ABDALLA F,AVHU,5,21
ABDALLA F,CAH,9,40
ABDALLA F,CALX,0,1
ABDALLA F,LFL,6,27
ABDALLA F,VLRS,1,1
ABDULLAH N,0228,2,0
ABDULLAH N,XRS,0,1
ABEDI A,SIEB,0,1
ABEDI A,TOMK,4,5
ABELARDO F,CFVR,0,1
ABELARDO F,MELL,1,2
ABERLE N,ALTR,1,1
ABERLE N,ATHR,1,1
ABERLE N,CAVM,2,2
ABERLE N,CYPR,1,2
ABERLE N,EXAR,0,2
ABERLE N,IDTI,1,9
ABERLE N,ISI1,0,4
ABERLE N,MCRL,1,6
ABERLE N,MPWR,1,1
ABERLE N,MRVL,1,9
ABERLE N,MSCC,1,8
ABERLE N,NETI,2,12
ABERLE N,NVDA,1,10
ABERLE N,SMTC,0,4
ABERLE N,TRID,0,2
ABERLE N,VLTR,1,10
ABERLE N,XLNX,1,1
ABERLE N,ZRAN,0,6
ABERMAN M,ALXN,1,6
ABERMAN M,AMGN,1,8
ABERMAN M,BMRN,1,3
ABERMAN M,CELG,4,8
ABERMAN M,CYTK,1,8
ABERMAN M,DNA,0,5
ABERMAN M,GENZ,1,2
ABERMAN M,GIL1,2,9
ABERMAN M,IDPH,1,10
ABERMAN M,REGN,3,9
ABERMAN M,RIGL,1,7
ABERMAN M,TARG,4,1
ABERMAN M,THRI,2,12
ABERMAN M,VRT1,1,4
ABERMAN M,XNPT,1,7
ABERNETHY B,00QG,1,11
ABERNETHY B,01VQ,1,9
ABERNETHY B,02MI,1,14
ABERNETHY B,031P,5,15
ABERNETHY B,032Q,2,6
ABERNETHY B,ACAD,3,20
ABERNETHY B,ADBE,3,17
ABERNETHY B,ANSS,6,21
ABERNETHY B,AYX,2,13
ABERNETHY B,BCE2,1,0
ABERNETHY B,BCT2,2,0
ABERNETHY B,DDOG,2,16
ABERNETHY B,DSG1,4,30
ABERNETHY B,ECAD,1,9
ABERNETHY B,ESTC,1,9
ABERNETHY B,EXAZ,1,2
ABERNETHY B,MANH,1,8
ABERNETHY B,MSFT,0,9
ABERNETHY B,OSIF,1,1
ABERNETHY B,OTEX,6,34
ABERNETHY B,PDFS,0,6
ABERNETHY B,PEGA,1,3
ABERNETHY B,PMTC,3,29
ABERNETHY B,SNPS,0,9
ABERNETHY B,SPLZ,2,8
ABERNETHY B,SUMO,1,7
ABERNETHY B,SYSX,6,17
ABERNETHY B,WILZ,1,1
ABOUHOSSEIN K,AMVY,1,0
ABOUHOSSEIN K,CSHK,1,1
ABOUHOSSEIN K,DWD,7,69
ABOUHOSSEIN K,GSG,7,82
ABOUHOSSEIN K,SWBK,1,1
ABRAHAM PEREG P,CAH,3,0
ABRAHAM PEREG P,LFL,2,0
ABRAHAM PEREGRINA P,CAH,0,2
ABRAHAM PEREGRINA P,LFL,0,3
ABRAHAM V,AGCO,0,1
ABRAHAMS B,000V,1,3
ABRAHAMS B,000Y,1,1
ABRAHAMS B,001L,1,0
ABRAHAMS B,008A,7,44
ABRAHAMS B,010V,4,6
ABRAHAMS B,027P,3,10
ABRAHAMS B,02HZ,2,12
ABRAHAMS B,02OQ,3,15
ABRAHAMS B,02R3,2,2
ABRAHAMS B,02XM,1,10
ABRAHAMS B,03K5,1,3
ABRAHAMS B,03KK,1,4
ABRAHAMS B,ACHN,4,5
ABRAHAMS B,AFMD,1,2
ABRAHAMS B,ALDR,3,16
ABRAHAMS B,ALXN,3,1
ABRAHAMS B,AMAM,2,4
ABRAHAMS B,ANDS,2,4
ABRAHAMS B,AVGN,1,0
ABRAHAMS B,AVII,0,55
ABRAHAMS B,AVXS,1,6
ABRAHAMS B,BBMO,1,6
ABRAHAMS B,BCRX,11,32
ABRAHAMS B,BMRN,3,0
ABRAHAMS B,CELG,6,39
ABRAHAMS B,CHTP,2,1
ABRAHAMS B,CRBP,3,9
ABRAHAMS B,DNAI,2,4
ABRAHAMS B,DVAX,0,10
ABRAHAMS B,ENTA,3,46
ABRAHAMS B,ENTG,0,1
ABRAHAMS B,ETNB,3,15
ABRAHAMS B,FPRX,1,0
ABRAHAMS B,GENZ,3,4
ABRAHAMS B,GIL1,8,80
ABRAHAMS B,GLPG,3,0
ABRAHAMS B,IBPI,2,6
ABRAHAMS B,ICPT,5,47
ABRAHAMS B,IDIX,2,2
ABRAHAMS B,IDPH,6,103
ABRAHAMS B,IMDZ,3,14
ABRAHAMS B,IMRE,3,7
ABRAHAMS B,IPI,11,74
ABRAHAMS B,ITCK,2,40
ABRAHAMS B,ITMN,5,7
ABRAHAMS B,KPTI,7,48
ABRAHAMS B,KRTX,2,15
ABRAHAMS B,MRNS,2,12
ABRAHAMS B,MRUS,6,3
ABRAHAMS B,MTCR,2,3
ABRAHAMS B,MYLG,1,7
ABRAHAMS B,NBIX,2,43
ABRAHAMS B,NMRA,1,0
ABRAHAMS B,NOX,1,2
ABRAHAMS B,OMED,0,7
ABRAHAMS B,OR0R,3,9
ABRAHAMS B,OVID,3,5
ABRAHAMS B,PDDI,0,2
ABRAHAMS B,PRTA,1,9
ABRAHAMS B,PTCT,5,45
ABRAHAMS B,REGN,1,30
ABRAHAMS B,RIGL,3,6
ABRAHAMS B,TCON,2,1
ABRAHAMS B,VITX,1,0
ABRAHAMS B,VPHM,3,0
ABRAHAMS B,VRT1,13,84
ABRAHAMS B,VRUS,2,1
ABRAHAMS B,XENE,2,7
ABRAHAMS B,XNPT,1,0
ABRAHAMS B,YM2,2,0
ABRAHAMS B,ZGEN,1,0
ABRAHAMS B,ZONA,2,3
ABRAMOVITZ B,CLWR,4,5
ABRAMOVITZ B,CMVT,1,1
ABRAMOVITZ B,CSGS,0,1
ABRAMOVITZ B,EQIX,1,6
ABRAMOVITZ B,MFNX,1,3
ABRAMOVITZ B,MPCS,1,2
ABRAMOVITZ B,NTCT,2,5
ABRAMOVITZ B,RAX,3,8
ABRAMOVITZ B,SBC,1,2
ABRAMOVITZ B,SVVS,3,5
ABRAMOVITZ B,TWW,2,4
ABRAMOVITZ B,UT,3,7
ABRAMOWITZ P,042H,0,1
ABRAMOWITZ P,AHHU,1,6
ABRAMOWITZ P,ARE1,1,6
ABRAMOWITZ P,AVN,0,1
ABRAMOWITZ P,BXP,1,26
ABRAMOWITZ P,COUS,1,7
ABRAMOWITZ P,DEA,1,16
ABRAMOWITZ P,DIE,4,27
ABRAMOWITZ P,EQR,0,1
ABRAMOWITZ P,ESS,0,1
ABRAMOWITZ P,HIW,2,23
ABRAMOWITZ P,HPPP,2,25
ABRAMOWITZ P,IRTZ,1,4
ABRAMOWITZ P,KRC1,4,26
ABRAMOWITZ P,MAA,0,1
ABRAMOWITZ P,NXRT,0,1
ABRAMOWITZ P,RLIN,3,22
ABRAMOWITZ P,SLG,0,26
ABRAMOWITZ P,UDRT,0,1
ABRAMOWITZ W,ACNT,1,0
ABRAMOWITZ W,BGH,1,0
ABRAMOWITZ W,BRCD,1,0
ABRAMOWITZ W,CPLT,2,0
ABRAMOWITZ W,DDUP,4,0
ABRAMOWITZ W,DELL,3,0
ABRAMOWITZ W,DTPI,7,0
ABRAMOWITZ W,EFII,2,0
ABRAMOWITZ W,EK,2,0
ABRAMOWITZ W,EMCS,2,0
ABRAMOWITZ W,EMLX,4,0
ABRAMOWITZ W,HIMX,4,0
ABRAMOWITZ W,HWP,2,0
ABRAMOWITZ W,IBM,0,1
ABRAMOWITZ W,INTC,2,0
ABRAMOWITZ W,ISLN,4,0
ABRAMOWITZ W,JUMP,1,0
ABRAMOWITZ W,KCIN,1,0
ABRAMOWITZ W,LLSI,1,0
ABRAMOWITZ W,LOGI,3,0
ABRAMOWITZ W,LXK,1,0
ABRAMOWITZ W,NTAP,1,0
ABRAMOWITZ W,QLGC,4,0
ABRAMOWITZ W,SEAA,3,0
ABRAMOWITZ W,SPSN,2,0
ABRAMOWITZ W,SUNW,4,0
ABRAMOWITZ W,VIMC,1,0
ABRAMOWITZ W,WDC,3,0
ABRAMOWITZ W,XRX,1,0
ABRAMS A,AIGX,5,0
ABRAMS A,AUO,4,2
ABRAMS A,AVID,2,7
ABRAMS A,AYI,5,14
ABRAMS A,CREE,4,13
ABRAMS A,DLIB,1,1
ABRAMS A,GLW,4,10
ABRAMS A,LPLL,7,1
ABRAMS A,ORBK,3,12
ABRAMS A,PANL,4,6
ABRAMS A,RBCT,10,16
ABRAMS A,SCSC,1,5
ABRAMS A,UNA,2,3
ABRAMS A,VDSI,1,9
ABRAMS A,VECO,5,13
ABRAMS A,ZBRA,1,10
ABRAMS J,HTGM,1,2
ABRAMS J,PACB,2,3
ABRAMS J,TTOO,2,3
ABRAMS R,03TZ,0,2
ABRAMS R,ACTS,1,1
ABRAMS R,ALTR,1,6
ABRAMS R,AMD,3,4
ABRAMS R,AMKR,9,32
ABRAMS R,BRCM,1,6
ABRAMS R,HIMX,1,0
ABRAMS R,INTC,1,4
ABRAMS R,MRVL,2,6
ABRAMS R,NVDA,0,1
ABRAMS R,RDAM,4,10
ABRAMS R,SLAB,1,4
ABRAMS R,SPRD,2,9
ABRAMS R,TXN,0,2
ABRAMS R,XLNX,1,7
ABRAMS T,00CB,5,12
ABRAMS T,00DL,2,11
ABRAMS T,00MJ,1,1
ABRAMS T,01KO,1,5
ABRAMS T,ARP,1,4
ABRAMS T,BBEP,1,4
ABRAMS T,BPL,3,16
ABRAMS T,BPMP,2,4
ABRAMS T,BWL,1,17
ABRAMS T,CHKM,2,7
ABRAMS T,CNNX,2,10
ABRAMS T,CPGX,2,4
ABRAMS T,CPPL,1,5
ABRAMS T,DPM,2,18
ABRAMS T,EEQ,4,10
ABRAMS T,ENBL,2,9
ABRAMS T,ENLC,2,7
ABRAMS T,EPD,5,15
ABRAMS T,EQGP,4,15
ABRAMS T,EQMZ,3,16
ABRAMS T,ETL,2,10
ABRAMS T,EVEP,1,4
ABRAMS T,HESM,3,5
ABRAMS T,HPP,1,3
ABRAMS T,IPL2,2,0
ABRAMS T,KMI,3,15
ABRAMS T,LHP,4,15
ABRAMS T,LIEN,1,4
ABRAMS T,MEMP,2,5
ABRAMS T,MEPP,1,3
ABRAMS T,MPLZ,3,20
ABRAMS T,MWP,0,2
ABRAMS T,NBP,1,7
ABRAMS T,NGLS,1,5
ABRAMS T,OKE,5,15
ABRAMS T,OMP,2,2
ABRAMS T,PAPG,4,16
ABRAMS T,PIPE,7,20
ABRAMS T,PSXP,3,13
ABRAMS T,RRMS,1,2
ABRAMS T,SEMG,2,8
ABRAMS T,SEWI,1,6
ABRAMS T,SHLX,2,8
ABRAMS T,SPEP,3,17
ABRAMS T,SUSP,1,7
ABRAMS T,SXL,2,10
ABRAMS T,TCLP,2,9
ABRAMS T,TEGP,2,16
ABRAMS T,TEPE,1,13
ABRAMS T,TLLP,4,10
ABRAMS T,TRGG,3,24
ABRAMS T,TRP2,3,0
ABRAMS T,UDL,1,6
ABRAMS T,VEHQ,1,6
ABRAMS T,VLPP,2,14
ABRAMS T,VNR,2,4
ABRAMS T,WEG,3,9
ABRAMS T,WES,2,18
ABRAMS T,WGPN,2,13
ABRAMS T,WMB,4,8
ABRAMS T,XTEX,6,12
ABRAMSKY M,AAPL,3,26
ABRAMSKY M,DSG1,1,2
ABRAMSKY M,GIB,3,0
ABRAMSKY M,MORT,3,12
ABRAMSKY M,OTEX,2,15
ABRAMSKY M,PAMP,1,13
ABRAMSKY M,PHCM,0,8
ABRAMSKY M,RIM,4,20
ABRAMSKY M,STC,2,6
ABRAMSKY M,SW1,3,16
ABRAMSON B,AYP,1,0
ABRAMSON B,BGE,1,0
ABRAMSON B,FPL,1,0
ABRAMSON B,NFG,1,0
ABRAMSON B,NGE,1,0
ABRAMSON B,NU,1,0
ABRAMSON B,PE,1,0
ACHESON B,AEC,1,0
ACHESON B,AVN,2,0
ACHESON B,BRE,2,0
ACHESON B,EQR,5,0
ACHESON B,FRT,2,0
ACHESON B,KIM,2,0
ACHESON B,REG,1,0
ACHESON B,SPPG,2,0
ACHESON B,SUI,1,0
ACHESON W,ACCN,2,0
ACHESON W,AEC,1,9
ACHESON W,AIV,4,3
ACHESON W,AVN,1,1
ACHESON W,BRE,4,4
ACHESON W,CPT,3,1
ACHESON W,EQR,3,6
ACHESON W,FRT,1,5
ACHESON W,GCT,1,0
ACHESON W,KIM,3,4
ACHESON W,SPPG,0,2
ACHESON W,SUI,1,5
ACHESON W,WSRZ,1,1
ACHHIPALIA G,RMGB,1,10
ACHRAMOWICZ J,ADPZ,1,0
ACHRAMOWICZ J,AIGL,1,0
ACHRAMOWICZ J,AIX,1,2
ACHRAMOWICZ J,ATCP,1,2
ACHRAMOWICZ J,AWRE,0,1
ACHRAMOWICZ J,BCYP,2,1
ACHRAMOWICZ J,BSCT,1,1
ACHRAMOWICZ J,CANA,1,1
ACHRAMOWICZ J,CDCX,1,2
ACHRAMOWICZ J,CGI,1,1
ACHRAMOWICZ J,CROD,1,3
ACHRAMOWICZ J,EGHT,1,1
ACHRAMOWICZ J,ETWI,1,2
ACHRAMOWICZ J,GGOX,1,3
ACHRAMOWICZ J,GLXZ,3,1
ACHRAMOWICZ J,IKAN,1,1
ACHRAMOWICZ J,MAHT,0,2
ACHRAMOWICZ J,MCVI,1,2
ACHRAMOWICZ J,MITK,2,4
ACHRAMOWICZ J,MNDL,0,4
ACHRAMOWICZ J,MOSY,0,2
ACHRAMOWICZ J,MUEX,1,0
ACHRAMOWICZ J,NETD,2,1
ACHRAMOWICZ J,NMSS,1,1
ACHRAMOWICZ J,NTGI,1,1
ACHRAMOWICZ J,O,0,1
ACHRAMOWICZ J,OCZ,1,4
ACHRAMOWICZ J,OMTK,0,3
ACHRAMOWICZ J,ONSC,0,1
ACHRAMOWICZ J,PIMO,2,2
ACHRAMOWICZ J,PINX,3,3
ACHRAMOWICZ J,PTSE,0,3
ACHRAMOWICZ J,RMFD,1,1
ACHRAMOWICZ J,RMTR,2,3
ACHRAMOWICZ J,VIRL,0,1
ACHRAMOWICZ J,VPCO,1,1
ACHRAMOWICZ J,WAVX,1,2
ACHTMANN T,VIPW,0,2
ACKERMAN K,004W,1,5
ACKERMAN K,AHA,2,7
ACKERMAN K,AOVG,1,8
ACKERMAN K,CRDO,1,4
ACKERMAN K,CSCO,1,2
ACKERMAN K,DRAM,1,10
ACKERMAN K,FNN,1,2
ACKERMAN K,IIVI,1,2
ACKERMAN K,JNPR,1,3
ACKERMAN K,LITEV,1,1
ACKERMAN K,MRVL,1,11
ACKERMAN K,MTSZ,1,5
ACKERMAN K,MXLA,2,7
ACKERMAN K,QRVO,2,6
ACKERMAN K,SEAA,2,7
ACKERMAN K,WDC,3,8
ACKERMAN W,GIS,3,10
ACKERMAN W,HSY,2,10
ACKERMAN W,K,0,9
ACKERMAN W,KFT,4,14
ACKERMAN W,KHC,1,3
ACKERMAN W,MJN,2,15
ACKOR J,HTS,1,1
ACKOR J,LMC,1,1
ACKOR J,MFA,1,1
ACKOR J,NLY,1,1
ACREE C,ADI,3,13
ACREE C,AHA,5,35
ACREE C,AKTS,2,7
ACREE C,ALTR,1,0
ACREE C,AMBL,1,7
ACREE C,AMCC,3,5
ACREE C,AMD,8,31
ACREE C,AOVG,5,17
ACREE C,ATOM,1,4
ACREE C,BRCM,2,10
ACREE C,DIO,1,0
ACREE C,IMMR,2,1
ACREE C,INTC,7,17
ACREE C,INVV,3,4
ACREE C,ISI1,4,10
ACREE C,LLTC,1,1
ACREE C,MCHP,2,4
ACREE C,MRVL,3,16
ACREE C,MXIM,2,12
ACREE C,NETI,1,11
ACREE C,NVDA,1,6
ACREE C,NXPI,4,12
ACREE C,POWI,3,9
ACREE C,QCOM,3,2
ACREE C,QRVO,3,20
ACREE C,RESN,2,8
ACREE C,RFMD,4,6
ACREE C,SBEI,1,3
ACREE C,SERA,2,6
ACREE C,SLAB,6,20
ACREE C,SMTC,9,31
ACREE C,STM2,3,3
ACREE C,THBR,0,1
ACREE C,TQNT,1,3
ACREE C,TSEM,4,13
ACREE C,TXN,6,38
ACREE C,UNXL,1,4
ACREE C,XLNX,1,0
ADAIME L,CIB,2,4
ADALA V,ITRI,0,2
ADAM D,0133,1,1
ADAM D,0249,0,3
ADAM D,02ND,1,6
ADAM D,033K,1,7
ADAM D,03ED,1,4
ADAM D,03I2,2,3
ADAM D,03NE,1,2
ADAM D,ABNB,0,1
ADAM D,BOYD,1,2
ADAM D,CHH2,0,2
ADAM D,DKNG,1,4
ADAM D,ERI,1,8
ADAM D,GLPI,3,8
ADAM D,HLTT,0,2
ADAM D,HYAT,0,1
ADAM D,HZAC,1,4
ADAM D,MCAC,1,4
ADAM D,MGP,2,9
ADAM D,MHS,0,2
ADAM D,PCLN,2,6
ADAM D,PENN,3,6
ADAM D,RCL,1,2
ADAM D,VICI,2,12
ADAMS B,ACCN,1,0
ADAMS B,BXP,2,0
ADAMS B,CSD,1,0
ADAMS B,FICI,2,0
ADAMS B,GCT,2,0
ADAMS B,GSR,0,13
ADAMS B,HBMF,1,0
ADAMS B,HCP,3,0
ADAMS B,HHT,1,0
ADAMS B,HMT1,2,0
ADAMS B,HRP,1,0
ADAMS B,ICEI,1,0
ADAMS B,KIM,1,0
ADAMS B,LPO,1,0
ADAMS B,LRY,2,0
ADAMS B,MFA,1,0
ADAMS B,MKTX,1,0
ADAMS B,NOUT,4,0
ADAMS B,NYX,1,2
ADAMS B,PSBP,1,0
ADAMS B,SEQ,3,0
ADAMS B,TKE,1,0
ADAMS B,VNO,1,0
ADAMS B,WUN,1,0
ADAMS D,02ZB,1,0
ADAMS D,AA4L,0,1
ADAMS D,APA,0,2
ADAMS D,BIDU,1,0
ADAMS D,CLNP,0,3
ADAMS D,COG1,0,3
ADAMS D,CRMN,1,2
ADAMS D,DVN,0,1
ADAMS D,EGYW,1,2
ADAMS D,GPOR,0,1
ADAMS D,MMR1,1,2
ADAMS D,NFX,0,1
ADAMS D,PLLL,0,1
ADAMS D,PPC,0,5
ADAMS D,SFY,0,1
ADAMS D,WRES,0,3
ADAMS D,WTIN,0,2
ADAMS J,BA,2,3
ADAMS J,GR,1,4
ADAMS J,LK,1,3
ADAMS K,0051,1,7
ADAMS K,00QG,1,1
ADAMS K,ACAD,4,6
ADAMS K,ADBE,1,3
ADAMS K,CCIH,4,2
ADAMS K,CTCT,2,2
ADAMS K,HUBS,1,9
ADAMS K,LOGI,1,3
ADAMS K,MKTO,1,6
ADAMS K,NTGE,4,7
ADAMS K,SYNC,1,4
ADAMS M,COWN,2,11
ADAMS M,MKTX,1,39
ADAMS M,PJC,2,7
ADELMAN A,ACT2,2,2
ADELMAN A,AMSC,1,1
ADELMAN A,BOOM,2,3
ADELMAN A,CPTE,1,1
ADELMAN A,RZRZ,3,3
ADELMAN A,ZINK,3,9
ADELMAN D,CGLC,7,15
ADELMAN D,LTR,3,0
ADELMAN D,MO,4,20
ADELMAN D,PMW,4,20
ADELMAN D,RJRW,9,8
ADELMAN D,UBO,3,1
ADELSON J,ALLY,1,1
ADELSON J,ASD1,6,19
ADELSON J,AXP,1,1
ADELSON J,COF,0,1
ADELSON J,DFSV,1,1
ADELSON J,NAVIV,5,9
ADELSON J,SLM,5,11
ADELSON J,SOFI,6,8
ADER J,003H,1,3
ADER J,004W,2,0
ADER J,008C,1,0
ADER J,00I0,1,0
ADER J,019B,2,0
ADER J,01TA,1,0
ADER J,01VQ,2,10
ADER J,01XP,2,0
ADER J,023A,1,3
ADER J,0314,1,2
ADER J,031P,1,0
ADER J,03EK,1,0
ADER J,03JB,1,5
ADER J,03L9,3,1
ADER J,03LY,1,2
ADER J,03M2,2,3
ADER J,03NS,1,0
ADER J,03NW,2,4
ADER J,03WL,1,0
ADER J,03YO,1,0
ADER J,ADCT,0,2
ADER J,ADTN,1,2
ADER J,ANSS,1,5
ADER J,ANTE,0,2
ADER J,ARUN,2,0
ADER J,ASAN,1,3
ADER J,AVPT,1,0
ADER J,AZPN,2,8
ADER J,BLOX,4,0
ADER J,BRCD,3,0
ADER J,CARZ,1,0
ADER J,CDAY,0,3
ADER J,CFLT,1,0
ADER J,CFLW,1,0
ADER J,CIEN,1,1
ADER J,CPLT,3,0
ADER J,CSCO,5,3
ADER J,CTXS,2,0
ADER J,CUDA,1,0
ADER J,CVLT,2,0
ADER J,CWAN,2,4
ADER J,DBX,2,0
ADER J,DGNR,2,3
ADER J,DOX,2,15
ADER J,ECAD,2,8
ADER J,EMCS,2,0
ADER J,ENVZ,2,0
ADER J,EXTM,0,1
ADER J,FDRY,0,3
ADER J,FFIV,8,2
ADER J,FIOU,2,0
ADER J,FROG,2,0
ADER J,GIMO,4,0
ADER J,GTLB,1,0
ADER J,GWRE,0,2
ADER J,HIVE,1,0
ADER J,HLIT,0,2
ADER J,INNF,1,2
ADER J,INS2,1,4
ADER J,INTU,1,4
ADER J,ISLN,1,0
ADER J,JNPR,3,2
ADER J,MERU,4,0
ADER J,MODN,6,16
ADER J,MSFT,2,0
ADER J,MSP,2,0
ADER J,NABL,1,0
ADER J,NCNO,1,5
ADER J,NMBL,3,0
ADER J,NTAP,8,0
ADER J,NTGE,0,2
ADER J,ORCL,1,0
ADER J,PLCM,4,1
ADER J,PLT1,0,2
ADER J,PRNW,2,0
ADER J,PROH,4,15
ADER J,PSTG,1,0
ADER J,PYCR,0,1
ADER J,RHAT,1,0
ADER J,RKUS,2,0
ADER J,RVBD,5,2
ADER J,SMAR,1,4
ADER J,SNPS,1,7
ADER J,SONS,1,2
ADER J,SPNS,1,1
ADER J,SSCN,2,8
ADER J,STAW,1,2
ADER J,TNTR,2,0
ADER J,TYPE,3,3
ADER J,VMW,2,0
ADER J,VRNS,1,0
ADER J,WDAY,2,3
ADER/HO,CUDA,1,0
ADESANYA O,KOSA,0,1
ADHIPUTRA L,01UC,1,0
ADISA M,035K,1,1
ADISA M,HEPS,1,0
ADISA M,HHR,1,0
ADISA M,YNDX,3,0
ADKINS J,0011,0,2
ADKINS J,01LJ,2,2
ADKINS J,01ZA,3,9
ADKINS J,0200,1,5
ADKINS J,AEL,2,14
ADKINS J,BHI1,1,13
ADKINS J,BSA,2,0
ADKINS J,CASU,0,13
ADKINS J,CDIS,4,6
ADKINS J,CELP,3,6
ADKINS J,CRON,1,3
ADKINS J,DWSN,0,1
ADKINS J,ENGY,4,7
ADKINS J,FTI1,0,2
ADKINS J,GGS,1,1
ADKINS J,GSJK,3,15
ADKINS J,HAL,1,11
ADKINS J,HCLP,3,9
ADKINS J,NOI,0,27
ADKINS J,NP,0,12
ADKINS J,NPD,0,1
ADKINS J,OIS,2,25
ADKINS J,ORIG,0,1
ADKINS J,PDCC,1,0
ADKINS J,PTEN,0,22
ADKINS J,RES,3,11
ADKINS J,RIG,0,1
ADKINS J,SESI,1,20
ADKINS J,SLB,0,1
ADKINS J,TG02,4,15
ADKINS J,TTRA,1,17
ADKINS J,UCLP,2,11
ADKINS J,UDE,2,25
ADKINS M,HERO,1,0
ADKINS M,IHII,1,0
ADKINS/GERRY,ATWD,5,9
ADKINS/GERRY,BHI1,10,26
ADKINS/GERRY,BJS,1,0
ADKINS/GERRY,BLK,5,16
ADKINS/GERRY,CRON,7,21
ADKINS/GERRY,DO,2,16
ADKINS/GERRY,DRG,2,2
ADKINS/GERRY,DWSN,8,9
ADKINS/GERRY,ENGY,2,11
ADKINS/GERRY,FTI1,4,12
ADKINS/GERRY,GGS,2,5
ADKINS/GERRY,GOKN,5,11
ADKINS/GERRY,GRPW,1,0
ADKINS/GERRY,HAKV,3,0
ADKINS/GERRY,HAL,5,14
ADKINS/GERRY,HERO,6,11
ADKINS/GERRY,IHII,5,6
ADKINS/GERRY,LFKN,4,8
ADKINS/GERRY,NDCO,6,30
ADKINS/GERRY,NOI,4,27
ADKINS/GERRY,NTG1,1,3
ADKINS/GERRY,OIS,3,3
ADKINS/GERRY,PACD,1,6
ADKINS/GERRY,PRDE,1,1
ADKINS/GERRY,RDC,6,19
ADKINS/GERRY,RIG,5,27
ADKINS/GERRY,SLB,3,30
ADKINS/GERRY/,ORIG,1,0
ADKINS/GERRY/BIANC,ORIG,0,1
ADKINS/NARRA,0011,1,1
ADKINS/NARRA,AEL,1,3
ADKINS/NARRA,BHI1,0,7
ADKINS/NARRA,BSA,2,2
ADKINS/NARRA,CASU,0,3
ADKINS/NARRA,CDIS,1,0
ADKINS/NARRA,CELP,0,4
ADKINS/NARRA,CRON,1,3
